id,month,country,hbt,treatment_location,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,date,year
11407,9,S92000003,S08000029,F805H,Minor Injury Unit or Other,1893,1893,NA,1879,1879,NA,23,NA,0,NA,1697,NA,144,NA,29,NA,0,NA,0,NA,2017-09-01,2017
11408,9,S92000003,S08000019,V201H,Minor Injury Unit or Other,1544,1544,NA,1544,1544,NA,1,NA,0,NA,1167,NA,124,NA,252,NA,0,NA,0,NA,2017-09-01,2017
11409,9,S92000003,S08000019,V217H,Emergency Department,5349,5349,NA,4859,4859,NA,1440,NA,6,NA,3025,NA,123,NA,755,NA,9,NA,0,NA,2017-09-01,2017
11410,9,S92000003,S08000020,N101H,Emergency Department,5043,5043,NA,4480,4480,NA,1294,NA,10,NA,3262,NA,24,NA,453,NA,22,NA,0,NA,2017-09-01,2017
11411,9,S92000003,S08000020,N121H,Emergency Department,1380,1380,NA,1358,1358,NA,143,NA,0,NA,1184,NA,0,NA,53,NA,0,NA,0,NA,2017-09-01,2017
11412,9,S92000003,S08000020,N151H,Minor Injury Unit or Other,109,NA,z,109,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11413,9,S92000003,S08000020,N331H,Minor Injury Unit or Other,7,NA,z,7,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11414,9,S92000003,S08000020,N332H,Minor Injury Unit or Other,35,NA,z,35,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11415,9,S92000003,S08000020,N333H,Minor Injury Unit or Other,1469,NA,z,1469,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11416,9,S92000003,S08000020,N334H,Minor Injury Unit or Other,726,NA,z,726,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11417,9,S92000003,S08000020,N335H,Minor Injury Unit or Other,257,NA,z,257,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11418,9,S92000003,S08000020,N336H,Minor Injury Unit or Other,146,NA,z,146,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11419,9,S92000003,S08000020,N337H,Minor Injury Unit or Other,243,NA,z,243,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11420,9,S92000003,S08000020,N411H,Emergency Department,2104,2104,NA,2022,2022,NA,383,NA,3,NA,1661,NA,13,NA,44,NA,1,NA,0,NA,2017-09-01,2017
11421,9,S92000003,S08000020,N431H,Minor Injury Unit or Other,47,NA,z,47,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11422,9,S92000003,S08000020,N432H,Minor Injury Unit or Other,15,NA,z,15,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11423,9,S92000003,S08000020,N433H,Minor Injury Unit or Other,91,NA,z,91,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11424,9,S92000003,S08000020,N451H,Minor Injury Unit or Other,17,NA,z,17,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11425,9,S92000003,S08000020,N494H,Minor Injury Unit or Other,104,NA,z,104,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11426,9,S92000003,S08000020,N683C,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11427,9,S92000003,S08000031,C206H,Minor Injury Unit or Other,1467,1467,NA,1438,1438,NA,213,NA,4,NA,1171,NA,69,NA,10,NA,0,NA,0,NA,2017-09-01,2017
11428,9,S92000003,S08000031,C313H,Emergency Department,2623,2623,NA,2507,2507,NA,668,NA,6,NA,1738,NA,53,NA,158,NA,1,NA,0,NA,2017-09-01,2017
11429,9,S92000003,S08000031,C418H,Emergency Department,5285,5285,NA,4746,4746,NA,1368,NA,9,NA,3645,NA,136,NA,127,NA,37,NA,0,NA,2017-09-01,2017
11430,9,S92000003,S08000031,G107H,Emergency Department,7947,7947,NA,7277,7277,NA,2302,NA,12,NA,5053,NA,151,NA,429,NA,23,NA,0,NA,2017-09-01,2017
11431,9,S92000003,S08000031,G207H,Minor Injury Unit or Other,1813,1813,NA,1812,1812,NA,0,NA,0,NA,1677,NA,109,NA,27,NA,0,NA,0,NA,2017-09-01,2017
11432,9,S92000003,S08000031,G306H,Minor Injury Unit or Other,2932,2932,NA,2932,2932,NA,1,NA,1,NA,2630,NA,259,NA,41,NA,0,NA,0,NA,2017-09-01,2017
11433,9,S92000003,S08000031,G405H,Emergency Department,8639,8639,NA,7082,7082,NA,2687,NA,23,NA,5610,NA,92,NA,227,NA,90,NA,0,NA,2017-09-01,2017
11434,9,S92000003,S08000031,G513H,Emergency Department,5537,5537,NA,5365,5365,NA,1039,NA,1,NA,4475,NA,4,NA,18,NA,1,NA,0,NA,2017-09-01,2017
11435,9,S92000003,S08000022,C106H,Minor Injury Unit or Other,678,NA,z,678,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11436,9,S92000003,S08000022,C108H,Minor Injury Unit or Other,101,NA,z,100,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11437,9,S92000003,S08000022,C113H,Minor Injury Unit or Other,321,NA,z,315,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11438,9,S92000003,S08000022,C121H,Emergency Department,690,690,NA,676,676,NA,185,NA,0,NA,486,NA,19,NA,0,NA,0,NA,0,NA,2017-09-01,2017
11439,9,S92000003,S08000022,C122H,Minor Injury Unit or Other,519,NA,z,517,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11440,9,S92000003,S08000022,H101H,Minor Injury Unit or Other,197,NA,z,196,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11441,9,S92000003,S08000022,H103H,Emergency Department,576,576,NA,567,567,NA,165,NA,0,NA,408,NA,3,NA,0,NA,0,NA,0,NA,2017-09-01,2017
11442,9,S92000003,S08000022,H106H,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11443,9,S92000003,S08000022,H202H,Emergency Department,3046,3046,NA,2762,2762,NA,803,NA,7,NA,2227,NA,9,NA,0,NA,8,NA,1,NA,2017-09-01,2017
11444,9,S92000003,S08000022,H208H,Minor Injury Unit or Other,341,NA,z,341,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11445,9,S92000003,S08000022,H210H,Minor Injury Unit or Other,73,NA,z,73,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11446,9,S92000003,S08000022,H212H,Emergency Department,862,862,NA,820,820,NA,156,NA,0,NA,703,NA,3,NA,0,NA,2,NA,0,NA,2017-09-01,2017
11447,9,S92000003,S08000022,H214H,Minor Injury Unit or Other,417,NA,z,417,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11448,9,S92000003,S08000022,H215H,Minor Injury Unit or Other,194,NA,z,194,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11449,9,S92000003,S08000022,H217H,Minor Injury Unit or Other,37,NA,z,37,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11450,9,S92000003,S08000022,H219H,Minor Injury Unit or Other,215,NA,z,215,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11451,9,S92000003,S08000022,H224H,Minor Injury Unit or Other,372,NA,z,367,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11452,9,S92000003,S08000022,H227B,Minor Injury Unit or Other,155,NA,z,155,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11453,9,S92000003,S08000022,H227H,Minor Injury Unit or Other,141,NA,z,141,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11454,9,S92000003,S08000032,L106H,Emergency Department,5848,5848,NA,5590,5590,NA,1814,NA,1,NA,3881,NA,105,NA,47,NA,10,NA,1,NA,2017-09-01,2017
11455,9,S92000003,S08000032,L206H,Minor Injury Unit or Other,75,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11456,9,S92000003,S08000032,L207H,Minor Injury Unit or Other,63,NA,z,63,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11457,9,S92000003,S08000032,L302H,Emergency Department,5458,5458,NA,4922,4922,NA,1488,NA,8,NA,3851,NA,85,NA,26,NA,53,NA,13,NA,2017-09-01,2017
11458,9,S92000003,S08000032,L308H,Emergency Department,5986,5986,NA,5501,5501,NA,1821,NA,6,NA,3962,NA,70,NA,127,NA,26,NA,0,NA,2017-09-01,2017
11459,9,S92000003,S08000024,S108H,Minor Injury Unit or Other,165,NA,z,165,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11460,9,S92000003,S08000024,S116H,Minor Injury Unit or Other,4060,4060,NA,3665,3665,NA,1109,NA,0,NA,2922,NA,29,NA,0,NA,108,NA,53,NA,2017-09-01,2017
11461,9,S92000003,S08000024,S308H,Emergency Department,4839,4839,NA,4645,4645,NA,895,NA,3,NA,3871,NA,70,NA,0,NA,9,NA,0,NA,2017-09-01,2017
11462,9,S92000003,S08000024,S314H,Emergency Department,10018,10018,NA,9360,9360,NA,2812,NA,13,NA,7075,NA,118,NA,0,NA,120,NA,14,NA,2017-09-01,2017
11463,9,S92000003,S08000024,S319H,Emergency Department,4280,4280,NA,4204,4204,NA,542,NA,0,NA,3736,NA,2,NA,0,NA,1,NA,0,NA,2017-09-01,2017
11464,9,S92000003,S08000025,R103H,Emergency Department,503,503,NA,486,486,NA,138,NA,0,NA,361,NA,3,NA,1,NA,1,NA,0,NA,2017-09-01,2017
11465,9,S92000003,S08000026,Z102H,Emergency Department,651,651,NA,639,639,NA,151,NA,0,NA,490,NA,1,NA,9,NA,0,NA,0,NA,2017-09-01,2017
11466,9,S92000003,S08000030,T101H,Emergency Department,4287,4287,NA,4121,4121,NA,1325,NA,6,NA,2651,NA,221,NA,84,NA,0,NA,0,NA,2017-09-01,2017
11467,9,S92000003,S08000030,T202H,Emergency Department,2194,2194,NA,2121,2121,NA,425,NA,6,NA,1475,NA,256,NA,32,NA,3,NA,0,NA,2017-09-01,2017
11468,9,S92000003,S08000030,T205H,Minor Injury Unit or Other,30,30,NA,30,30,NA,0,NA,0,NA,25,NA,4,NA,1,NA,0,NA,0,NA,2017-09-01,2017
11469,9,S92000003,S08000030,T209H,Minor Injury Unit or Other,296,296,NA,295,295,NA,0,NA,0,NA,278,NA,14,NA,4,NA,0,NA,0,NA,2017-09-01,2017
11470,9,S92000003,S08000030,T304H,Minor Injury Unit or Other,1277,1277,NA,1275,1275,NA,0,NA,0,NA,1162,NA,111,NA,4,NA,0,NA,0,NA,2017-09-01,2017
11471,9,S92000003,S08000030,T305H,Minor Injury Unit or Other,170,170,NA,170,170,NA,0,NA,0,NA,164,NA,6,NA,0,NA,0,NA,0,NA,2017-09-01,2017
11472,9,S92000003,S08000030,T316H,Minor Injury Unit or Other,99,99,NA,99,99,NA,0,NA,0,NA,94,NA,3,NA,2,NA,0,NA,0,NA,2017-09-01,2017
11473,9,S92000003,S08000030,T319H,Minor Injury Unit or Other,498,498,NA,498,498,NA,0,NA,0,NA,476,NA,22,NA,0,NA,0,NA,0,NA,2017-09-01,2017
11474,9,S92000003,S08000030,T320H,Minor Injury Unit or Other,190,190,NA,190,190,NA,0,NA,0,NA,182,NA,7,NA,1,NA,0,NA,0,NA,2017-09-01,2017
11475,9,S92000003,S08000030,T357C,Minor Injury Unit or Other,371,371,NA,371,371,NA,0,NA,0,NA,345,NA,24,NA,2,NA,0,NA,0,NA,2017-09-01,2017
11476,9,S92000003,S08000028,W106H,Minor Injury Unit or Other,53,NA,z,53,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-09-01,2017
11477,9,S92000003,S08000028,W107H,Emergency Department,562,562,NA,557,557,NA,121,NA,1,NA,426,NA,6,NA,8,NA,0,NA,0,NA,2017-09-01,2017
11478,9,S92000003,S08000028,W108H,Minor Injury Unit or Other,136,136,NA,136,136,NA,10,NA,0,NA,124,NA,0,NA,2,NA,0,NA,0,NA,2017-09-01,2017
11479,10,S92000003,S08000015,A101H,Minor Injury Unit or Other,207,NA,z,206,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11480,10,S92000003,S08000015,A110H,Minor Injury Unit or Other,60,NA,z,60,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11481,10,S92000003,S08000015,A111H,Emergency Department,6001,6001,NA,5540,5540,NA,2147,NA,9,NA,3550,NA,47,NA,248,NA,106,NA,28,NA,2017-10-01,2017
11482,10,S92000003,S08000015,A210H,Emergency Department,3173,3173,NA,2945,2945,NA,950,NA,7,NA,1975,NA,98,NA,143,NA,45,NA,6,NA,2017-10-01,2017
11483,10,S92000003,S08000015,A216H,Minor Injury Unit or Other,79,NA,z,79,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11484,10,S92000003,S08000016,B103H,Minor Injury Unit or Other,11,NA,z,11,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11485,10,S92000003,S08000016,B105H,Minor Injury Unit or Other,87,NA,z,87,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11486,10,S92000003,S08000016,B114H,Minor Injury Unit or Other,13,NA,z,13,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11487,10,S92000003,S08000016,B118H,Minor Injury Unit or Other,33,NA,z,33,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11488,10,S92000003,S08000016,B120H,Emergency Department,2598,2598,NA,2472,2472,NA,805,NA,4,NA,1571,NA,206,NA,12,NA,7,NA,1,NA,2017-10-01,2017
11489,10,S92000003,S08000017,Y101H,Minor Injury Unit or Other,28,NA,z,28,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11490,10,S92000003,S08000017,Y106H,Minor Injury Unit or Other,33,NA,z,33,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11491,10,S92000003,S08000017,Y109H,Minor Injury Unit or Other,4,NA,z,4,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11492,10,S92000003,S08000017,Y110H,Minor Injury Unit or Other,9,9,NA,9,9,NA,0,NA,0,NA,8,NA,1,NA,0,NA,0,NA,0,NA,2017-10-01,2017
11493,10,S92000003,S08000017,Y144H,Emergency Department,1037,1037,NA,980,980,NA,67,NA,1,NA,874,NA,55,NA,40,NA,1,NA,0,NA,2017-10-01,2017
11494,10,S92000003,S08000017,Y146H,Emergency Department,3000,3000,NA,2797,2797,NA,1145,NA,1,NA,1738,NA,61,NA,55,NA,1,NA,0,NA,2017-10-01,2017
11495,10,S92000003,S08000029,F704H,Emergency Department,5281,5281,NA,5108,5108,NA,1649,NA,14,NA,3479,NA,94,NA,45,NA,5,NA,0,NA,2017-10-01,2017
11496,10,S92000003,S08000029,F708H,Minor Injury Unit or Other,122,122,NA,122,122,NA,2,NA,0,NA,108,NA,7,NA,5,NA,0,NA,0,NA,2017-10-01,2017
11497,10,S92000003,S08000029,F709H,Minor Injury Unit or Other,312,312,NA,311,311,NA,1,NA,0,NA,306,NA,5,NA,0,NA,0,NA,0,NA,2017-10-01,2017
11498,10,S92000003,S08000029,F805H,Minor Injury Unit or Other,1660,1660,NA,1656,1656,NA,22,NA,0,NA,1489,NA,124,NA,25,NA,0,NA,0,NA,2017-10-01,2017
11499,10,S92000003,S08000019,V201H,Minor Injury Unit or Other,1540,1540,NA,1539,1539,NA,5,NA,0,NA,1212,NA,114,NA,209,NA,0,NA,0,NA,2017-10-01,2017
11500,10,S92000003,S08000019,V217H,Emergency Department,5448,5448,NA,4876,4876,NA,1509,NA,9,NA,3143,NA,87,NA,700,NA,62,NA,6,NA,2017-10-01,2017
11501,10,S92000003,S08000020,N101H,Emergency Department,5002,5002,NA,4652,4652,NA,1271,NA,10,NA,3335,NA,21,NA,365,NA,12,NA,0,NA,2017-10-01,2017
11502,10,S92000003,S08000020,N121H,Emergency Department,1292,1292,NA,1274,1274,NA,147,NA,0,NA,1089,NA,0,NA,56,NA,1,NA,0,NA,2017-10-01,2017
11503,10,S92000003,S08000020,N151H,Minor Injury Unit or Other,102,NA,z,102,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11504,10,S92000003,S08000020,N331H,Minor Injury Unit or Other,10,NA,z,10,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11505,10,S92000003,S08000020,N332H,Minor Injury Unit or Other,32,NA,z,32,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11506,10,S92000003,S08000020,N333H,Minor Injury Unit or Other,1328,NA,z,1327,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11507,10,S92000003,S08000020,N334H,Minor Injury Unit or Other,684,NA,z,682,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11508,10,S92000003,S08000020,N335H,Minor Injury Unit or Other,253,NA,z,252,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11509,10,S92000003,S08000020,N336H,Minor Injury Unit or Other,170,NA,z,170,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11510,10,S92000003,S08000020,N337H,Minor Injury Unit or Other,291,NA,z,290,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11511,10,S92000003,S08000020,N411H,Emergency Department,1957,1957,NA,1916,1916,NA,378,NA,0,NA,1516,NA,18,NA,45,NA,0,NA,0,NA,2017-10-01,2017
11512,10,S92000003,S08000020,N431H,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11513,10,S92000003,S08000020,N432H,Minor Injury Unit or Other,20,NA,z,20,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11514,10,S92000003,S08000020,N433H,Minor Injury Unit or Other,96,NA,z,96,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11515,10,S92000003,S08000020,N451H,Minor Injury Unit or Other,12,NA,z,12,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11516,10,S92000003,S08000020,N494H,Minor Injury Unit or Other,71,NA,z,71,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11517,10,S92000003,S08000020,N683C,Minor Injury Unit or Other,27,NA,z,27,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11518,10,S92000003,S08000031,C206H,Minor Injury Unit or Other,1409,1409,NA,1388,1388,NA,210,NA,0,NA,1106,NA,77,NA,16,NA,0,NA,0,NA,2017-10-01,2017
11519,10,S92000003,S08000031,C313H,Emergency Department,2682,2682,NA,2556,2556,NA,659,NA,3,NA,1808,NA,53,NA,159,NA,2,NA,0,NA,2017-10-01,2017
11520,10,S92000003,S08000031,C418H,Emergency Department,5211,5211,NA,4781,4781,NA,1357,NA,13,NA,3624,NA,110,NA,107,NA,18,NA,1,NA,2017-10-01,2017
11521,10,S92000003,S08000031,G107H,Emergency Department,8175,8175,NA,7605,7605,NA,2306,NA,19,NA,5289,NA,175,NA,386,NA,11,NA,0,NA,2017-10-01,2017
11522,10,S92000003,S08000031,G207H,Minor Injury Unit or Other,1652,1652,NA,1652,1652,NA,0,NA,0,NA,1524,NA,108,NA,20,NA,0,NA,0,NA,2017-10-01,2017
11523,10,S92000003,S08000031,G306H,Minor Injury Unit or Other,2774,2774,NA,2774,2774,NA,0,NA,0,NA,2480,NA,258,NA,36,NA,0,NA,0,NA,2017-10-01,2017
11524,10,S92000003,S08000031,G405H,Emergency Department,8710,8710,NA,7521,7521,NA,2758,NA,22,NA,5670,NA,82,NA,178,NA,72,NA,2,NA,2017-10-01,2017
11525,10,S92000003,S08000031,G513H,Emergency Department,5290,5290,NA,5189,5189,NA,1016,NA,4,NA,4253,NA,0,NA,17,NA,0,NA,0,NA,2017-10-01,2017
11526,10,S92000003,S08000022,C106H,Minor Injury Unit or Other,552,NA,z,549,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11527,10,S92000003,S08000022,C108H,Minor Injury Unit or Other,132,NA,z,132,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11528,10,S92000003,S08000022,C113H,Minor Injury Unit or Other,354,NA,z,349,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11529,10,S92000003,S08000022,C121H,Emergency Department,565,565,NA,559,559,NA,162,NA,1,NA,384,NA,18,NA,0,NA,1,NA,0,NA,2017-10-01,2017
11530,10,S92000003,S08000022,C122H,Minor Injury Unit or Other,431,NA,z,429,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11531,10,S92000003,S08000022,H101H,Minor Injury Unit or Other,208,NA,z,208,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11532,10,S92000003,S08000022,H103H,Emergency Department,599,599,NA,589,589,NA,184,NA,1,NA,410,NA,4,NA,0,NA,1,NA,1,NA,2017-10-01,2017
11533,10,S92000003,S08000022,H106H,Minor Injury Unit or Other,45,NA,z,45,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11534,10,S92000003,S08000022,H202H,Emergency Department,2843,2843,NA,2710,2710,NA,742,NA,3,NA,2086,NA,12,NA,0,NA,5,NA,1,NA,2017-10-01,2017
11535,10,S92000003,S08000022,H208H,Minor Injury Unit or Other,329,NA,z,329,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11536,10,S92000003,S08000022,H210H,Minor Injury Unit or Other,52,NA,z,52,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11537,10,S92000003,S08000022,H212H,Emergency Department,731,731,NA,687,687,NA,146,NA,1,NA,579,NA,5,NA,0,NA,3,NA,0,NA,2017-10-01,2017
11538,10,S92000003,S08000022,H214H,Minor Injury Unit or Other,397,NA,z,397,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11539,10,S92000003,S08000022,H215H,Minor Injury Unit or Other,155,NA,z,155,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11540,10,S92000003,S08000022,H217H,Minor Injury Unit or Other,43,NA,z,43,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11541,10,S92000003,S08000022,H219H,Minor Injury Unit or Other,205,NA,z,205,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11542,10,S92000003,S08000022,H224H,Minor Injury Unit or Other,355,NA,z,350,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11543,10,S92000003,S08000022,H227B,Minor Injury Unit or Other,142,NA,z,142,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11544,10,S92000003,S08000022,H227H,Minor Injury Unit or Other,150,NA,z,150,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11545,10,S92000003,S08000032,L106H,Emergency Department,5794,5794,NA,5549,5549,NA,1845,NA,5,NA,3788,NA,118,NA,38,NA,13,NA,1,NA,2017-10-01,2017
11546,10,S92000003,S08000032,L206H,Minor Injury Unit or Other,51,NA,z,51,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11547,10,S92000003,S08000032,L207H,Minor Injury Unit or Other,56,NA,z,56,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11548,10,S92000003,S08000032,L302H,Emergency Department,5328,5328,NA,4888,4888,NA,1533,NA,8,NA,3707,NA,65,NA,15,NA,59,NA,4,NA,2017-10-01,2017
11549,10,S92000003,S08000032,L308H,Emergency Department,6050,6050,NA,5570,5570,NA,1819,NA,12,NA,4066,NA,58,NA,95,NA,26,NA,1,NA,2017-10-01,2017
11550,10,S92000003,S08000024,S108H,Minor Injury Unit or Other,190,NA,z,190,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,2017-10-01,2017
11551,10,S92000003,S08000024,S116H,Minor Injury Unit or Other,4077,4077,NA,3785,3785,NA,1077,NA,0,NA,2958,NA,42,NA,0,NA,43,NA,2,NA,2017-10-01,2017
11552,10,S92000003,S08000024,S308H,Emergency Department,4614,4614,NA,4412,4412,NA,891,NA,7,NA,3668,NA,48,NA,0,NA,17,NA,0,NA,2017-10-01,2017
11553,10,S92000003,S08000024,S314H,Emergency Department,10261,10261,NA,9403,9403,NA,3019,NA,21,NA,7092,NA,129,NA,0,NA,148,NA,20,NA,2017-10-01,2017
11554,10,S92000003,S08000024,S319H,Emergency Department,4253,4253,NA,4160,4160,NA,530,NA,0,NA,3717,NA,6,NA,0,NA,3,NA,0,NA,2017-10-01,2017
11555,10,S92000003,S08000025,R103H,Emergency Department,501,501,NA,462,462,NA,144,NA,0,NA,348,NA,5,NA,4,NA,1,NA,0,NA,2017-10-01,2017
11556,10,S92000003,S08000026,Z102H,Emergency Department,577,577,NA,563,563,NA,143,NA,0,NA,419,NA,1,NA,14,NA,1,NA,0,NA,2017-10-01,2017
