quarter,quarter_qf,hb,hbqf,location,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beds,all_staffed_beds_qf,total_occupied_beds,total_occupied_beds_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,q,date
Q3,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2755,NA,2695,NA,29.945652173913043,NA,29.293478260869566,NA,97.82214156079854,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2804,NA,2799,NA,30.47826086956522,NA,30.42391304347826,NA,99.82168330955776,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2819,NA,2807,NA,31.322222222222223,NA,31.18888888888889,NA,99.57431713373536,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2822,NA,2819,NA,31.01098901098901,NA,30.978021978021975,NA,99.89369241672571,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2855,NA,2737,NA,31.032608695652176,NA,29.75,NA,95.86690017513136,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2829,NA,2765,NA,30.75,NA,30.054347826086957,NA,97.73771650759986,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2756,NA,2697,NA,30.622222222222224,NA,29.966666666666665,NA,97.85921625544266,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2780,NA,2708,NA,30.54945054945055,NA,29.75824175824176,NA,97.41007194244604,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2818,NA,2621,NA,30.630434782608695,NA,28.48913043478261,NA,93.00922640170334,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2824,NA,2716,NA,30.695652173913043,NA,29.52173913043478,NA,96.1756373937677,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,3003,NA,2364,NA,33,NA,25.978021978021975,NA,78.72127872127872,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2546,NA,1918,NA,27.978021978021975,NA,21.076923076923077,NA,75.33385703063628,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2875,NA,1762,NA,31.25,NA,19.152173913043477,NA,61.28695652173912,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2890,NA,2029,NA,31.41304347826087,NA,22.054347826086957,NA,70.2076124567474,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2831,NA,2074,NA,31.455555555555556,NA,23.044444444444444,NA,73.26033203814907,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,A6,NA,Infectious Diseases,NA,2801,NA,2087,NA,30.78021978021978,NA,22.934065934065934,NA,74.50910389146733,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,6458,NA,5501,NA,70.96703296703296,NA,60.45054945054945,NA,85.18117064106535,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,6533,NA,5423,NA,71.01086956521739,NA,58.94565217391305,NA,83.0093372110822,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,6448,NA,5192,NA,70.08695652173913,NA,56.43478260869565,NA,80.5210918114144,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,5958,NA,4996,NA,66.2,NA,55.51111111111111,NA,83.85364216179926,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,5633,NA,5273,NA,61.9010989010989,NA,57.94505494505494,NA,93.60908929522456,NA,Q2,2017-04-01
Q3,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,5618,NA,5023,NA,61.06521739130435,NA,54.59782608695652,NA,89.40904236383054,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,5262,NA,4609,NA,57.19565217391305,NA,50.09782608695652,NA,87.59026985936906,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3974,NA,3641,NA,44.15555555555556,NA,40.45555555555555,NA,91.620533467539,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,4173,NA,3605,NA,45.857142857142854,NA,39.61538461538461,NA,86.38868919242752,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,4437,NA,3933,NA,48.22826086956522,NA,42.75,NA,88.64097363083164,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,4334,NA,3776,NA,47.108695652173914,NA,41.04347826086956,NA,87.12505768343331,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,4251,NA,3667,NA,47.233333333333334,NA,40.74444444444445,NA,86.26205598682664,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,4197,NA,3433,NA,46.12087912087912,NA,37.72527472527472,NA,81.79652132475577,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3768,NA,3621,NA,40.95652173913044,NA,39.358695652173914,NA,96.09872611464968,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3720,NA,3564,NA,40.43478260869565,NA,38.73913043478261,NA,95.80645161290325,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3848,NA,3661,NA,42.285714285714285,NA,40.23076923076923,NA,95.14033264033264,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3866,NA,3539,NA,42.48351648351648,NA,38.89010989010989,NA,91.54164511122607,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3698,NA,3436,NA,40.19565217391305,NA,37.34782608695652,NA,92.91508923742563,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3821,NA,3544,NA,41.53260869565217,NA,38.52173913043478,NA,92.7505888510861,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3705,NA,3383,NA,41.166666666666664,NA,37.58888888888889,NA,91.30904183535765,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,G5,NA,Learning Disability,NA,3800,NA,3457,NA,41.75824175824176,NA,37.989010989010985,NA,90.9736842105263,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,6458,NA,5501,NA,70.96703296703296,NA,60.45054945054945,NA,85.18117064106535,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,6533,NA,5423,NA,71.01086956521739,NA,58.94565217391305,NA,83.0093372110822,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,6448,NA,5192,NA,70.08695652173913,NA,56.43478260869565,NA,80.5210918114144,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,5958,NA,4996,NA,66.2,NA,55.51111111111111,NA,83.85364216179926,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,5633,NA,5273,NA,61.9010989010989,NA,57.94505494505494,NA,93.60908929522456,NA,Q2,2017-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,5618,NA,5023,NA,61.06521739130435,NA,54.59782608695652,NA,89.40904236383054,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,5262,NA,4609,NA,57.19565217391305,NA,50.09782608695652,NA,87.59026985936906,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3974,NA,3641,NA,44.15555555555556,NA,40.45555555555555,NA,91.620533467539,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4173,NA,3605,NA,45.857142857142854,NA,39.61538461538461,NA,86.38868919242752,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4437,NA,3933,NA,48.22826086956522,NA,42.75,NA,88.64097363083164,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4334,NA,3776,NA,47.108695652173914,NA,41.04347826086956,NA,87.12505768343331,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4251,NA,3667,NA,47.233333333333334,NA,40.74444444444445,NA,86.26205598682664,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,4197,NA,3433,NA,46.12087912087912,NA,37.72527472527472,NA,81.79652132475577,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3768,NA,3621,NA,40.95652173913044,NA,39.358695652173914,NA,96.09872611464968,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3720,NA,3564,NA,40.43478260869565,NA,38.73913043478261,NA,95.80645161290325,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3848,NA,3661,NA,42.285714285714285,NA,40.23076923076923,NA,95.14033264033264,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3866,NA,3539,NA,42.48351648351648,NA,38.89010989010989,NA,91.54164511122607,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3698,NA,3436,NA,40.19565217391305,NA,37.34782608695652,NA,92.91508923742563,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3821,NA,3544,NA,41.53260869565217,NA,38.52173913043478,NA,92.7505888510861,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3705,NA,3383,NA,41.166666666666664,NA,37.58888888888889,NA,91.30904183535765,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,NA,z,Learning Disability Grouping,d,3800,NA,3457,NA,41.75824175824176,NA,37.989010989010985,NA,90.9736842105263,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,136957,NA,128968,NA,1505.021978021978,NA,1417.2307692307693,NA,94.16678227472858,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,136861,NA,127618,NA,1487.6195652173913,NA,1387.1521739130435,NA,93.24643251181855,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,137932,NA,129237,NA,1499.2608695652175,NA,1404.75,NA,93.6961691268161,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,138451,NA,130050,NA,1538.3444444444444,NA,1445,NA,93.93214928025075,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,133476,NA,124381,NA,1466.7692307692307,NA,1366.824175824176,NA,93.18604093619828,NA,Q2,2017-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,129251,NA,119814,NA,1404.9021739130435,NA,1302.3260869565215,NA,92.69870252454528,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,128792,NA,119804,NA,1399.9130434782608,NA,1302.2173913043478,NA,93.02130567115972,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,132148,NA,125119,NA,1468.3111111111111,NA,1390.2111111111112,NA,94.6809637678966,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,129139,NA,120302,NA,1419.10989010989,NA,1322,NA,93.15698588342794,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,127483,NA,117287,NA,1385.6847826086955,NA,1274.858695652174,NA,92.00207086435054,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,127113,NA,117438,NA,1381.6630434782608,NA,1276.5,NA,92.38866205659532,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,127876,NA,119927,NA,1420.8444444444444,NA,1332.522222222222,NA,93.78382182739529,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,127082,NA,116332,NA,1396.5054945054944,NA,1278.3736263736264,NA,91.54089485529028,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,128319,NA,115279,NA,1394.7717391304348,NA,1253.0326086956522,NA,89.8378260429087,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,132570,NA,119827,NA,1440.9782608695652,NA,1302.4673913043478,NA,90.38771969525531,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,135916,NA,119344,NA,1493.5824175824175,NA,1311.4725274725274,NA,87.80717501986521,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,134309,NA,83706,NA,1475.923076923077,NA,919.8461538461538,NA,62.32344816803044,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,132432,NA,101006,NA,1439.4782608695652,NA,1097.891304347826,NA,76.27008577987193,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,137518,NA,111297,NA,1494.7608695652175,NA,1209.75,NA,80.93267790398347,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,139167,NA,112960,NA,1546.3,NA,1255.111111111111,NA,81.16866785947818,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,NA,z,Medical Grouping,d,136206,NA,113902,NA,1496.7692307692307,NA,1251.6703296703297,NA,83.62480360630222,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1896,NA,1820,NA,20.835164835164836,NA,20,NA,95.9915611814346,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1857,NA,1805,NA,20.184782608695652,NA,19.619565217391305,NA,97.1997845988153,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2282,NA,2182,NA,24.804347826086957,NA,23.717391304347824,NA,95.61787905346186,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1953,NA,1882,NA,21.7,NA,20.91111111111111,NA,96.36456733230926,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1683,NA,1594,NA,18.494505494505493,NA,17.516483516483518,NA,94.71182412358884,NA,Q2,2017-04-01
Q3,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1853,NA,1765,NA,20.14130434782609,NA,19.184782608695652,NA,95.25094441446304,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1913,NA,1799,NA,20.793478260869566,NA,19.554347826086957,NA,94.04077365394669,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,1957,NA,1889,NA,21.744444444444444,NA,20.988888888888887,NA,96.52529381706694,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2080,NA,1967,NA,22.857142857142858,NA,21.615384615384617,NA,94.56730769230772,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2224,NA,2106,NA,24.17391304347826,NA,22.89130434782609,NA,94.69424460431654,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2641,NA,2546,NA,28.706521739130434,NA,27.67391304347826,NA,96.40287769784172,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2273,NA,2143,NA,25.255555555555556,NA,23.81111111111111,NA,94.28068631764188,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2365,NA,2151,NA,25.98901098901099,NA,23.63736263736264,NA,90.95137420718817,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2667,NA,2549,NA,28.98913043478261,NA,27.706521739130434,NA,95.575553055868,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2703,NA,2588,NA,29.380434782608695,NA,28.130434782608695,NA,95.74546799852016,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2453,NA,2261,NA,26.956043956043956,NA,24.846153846153847,NA,92.17284957195272,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,2828,NA,1939,NA,31.076923076923077,NA,21.307692307692307,NA,68.56435643564356,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,3209,NA,2423,NA,34.880434782608695,NA,26.33695652173913,NA,75.50638828295419,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,3707,NA,2246,NA,40.29347826086956,NA,24.41304347826087,NA,60.58807661181549,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,4385,NA,2433,NA,48.72222222222222,NA,27.033333333333335,NA,55.48460661345496,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,AD,NA,Medical Oncology,NA,4192,NA,2345,NA,46.065934065934066,NA,25.76923076923077,NA,55.93988549618321,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,58611,NA,50711,NA,644.0769230769231,NA,557.2637362637363,NA,86.52130146218286,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,59285,NA,51918,NA,644.4021739130435,NA,564.3260869565217,NA,87.57358522391836,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,59105,NA,51317,NA,642.445652173913,NA,557.7934782608696,NA,86.82344979274174,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,57040,NA,49019,NA,633.7777777777778,NA,544.6555555555556,NA,85.93793828892005,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,57355,NA,49999,NA,630.2747252747253,NA,549.4395604395604,NA,87.17461424461686,NA,Q2,2017-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,58124,NA,48019,NA,631.7826086956521,NA,521.945652173913,NA,82.6147546624458,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,56825,NA,48233,NA,617.6630434782609,NA,524.2717391304348,NA,84.87989441267048,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55786,NA,48077,NA,619.8444444444444,NA,534.1888888888889,NA,86.18112071128957,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55009,NA,47928,NA,604.4945054945055,NA,526.6813186813187,NA,87.1275609445727,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55352,NA,48386,NA,601.6521739130435,NA,525.9347826086956,NA,87.41508888567712,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,56795,NA,48847,NA,617.3369565217391,NA,530.945652173913,NA,86.00581037063121,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55026,NA,45296,NA,611.4,NA,503.2888888888889,NA,82.31744993275908,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55307,NA,44956,NA,607.7692307692307,NA,494.0219780219781,NA,81.28446670403385,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,56077,NA,46583,NA,609.5326086956521,NA,506.3369565217391,NA,83.06970772330902,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,56651,NA,44753,NA,615.7717391304348,NA,486.44565217391306,NA,78.99772289986056,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,54788,NA,43337,NA,602.065934065934,NA,476.2307692307692,NA,79.09943783310214,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55808,NA,40454,NA,613.2747252747253,NA,444.54945054945057,NA,72.48781536697248,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,56019,NA,45203,NA,608.9021739130435,NA,491.3369565217391,NA,80.6922651243328,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,54989,NA,44552,NA,597.7065217391304,NA,484.2608695652174,NA,81.01984033170271,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,55722,NA,44187,NA,619.1333333333333,NA,490.96666666666664,NA,79.29902013567352,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,NA,z,Mental Health Grouping,d,54100,NA,43467,NA,594.5054945054945,NA,477.6593406593406,NA,80.34565619223659,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,724,NA,366,NA,7.956043956043956,NA,4.021978021978022,NA,50.552486187845304,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,773,NA,376,NA,8.402173913043478,NA,4.086956521739131,NA,48.64165588615783,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,846,NA,419,NA,9.195652173913045,NA,4.554347826086956,NA,49.52718676122931,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,783,NA,311,NA,8.7,NA,3.4555555555555557,NA,39.71902937420179,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,774,NA,310,NA,8.505494505494505,NA,3.4065934065934065,NA,40.0516795865633,NA,Q2,2017-04-01
Q3,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,801,NA,367,NA,8.706521739130435,NA,3.989130434782609,NA,45.81772784019975,NA,Q3,2017-07-01
Q4,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,815,NA,338,NA,8.858695652173912,NA,3.6739130434782608,NA,41.472392638036816,NA,Q4,2017-10-01
Q1,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,777,NA,337,NA,8.633333333333333,NA,3.744444444444445,NA,43.371943371943374,NA,Q1,2018-01-01
Q2,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,823,NA,413,NA,9.043956043956044,NA,4.538461538461538,NA,50.18226002430134,NA,Q2,2018-04-01
Q3,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,802,NA,366,NA,8.717391304347826,NA,3.9782608695652177,NA,45.6359102244389,NA,Q3,2018-07-01
Q4,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,767,NA,407,NA,8.33695652173913,NA,4.423913043478261,NA,53.06388526727509,NA,Q4,2018-10-01
Q1,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,830,NA,406,NA,9.22222222222222,NA,4.511111111111111,NA,48.915662650602414,NA,Q1,2019-01-01
Q2,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,744,NA,337,NA,8.175824175824175,NA,3.703296703296703,NA,45.295698924731184,NA,Q2,2019-04-01
Q3,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,715,NA,256,NA,7.771739130434782,NA,2.782608695652174,NA,35.80419580419581,NA,Q3,2019-07-01
Q4,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,859,NA,326,NA,9.33695652173913,NA,3.5434782608695654,NA,37.951105937136205,NA,Q4,2019-10-01
Q1,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,872,NA,374,NA,9.582417582417582,NA,4.1098901098901095,NA,42.88990825688073,NA,Q1,2020-01-01
Q2,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,848,NA,329,NA,9.31868131868132,NA,3.6153846153846154,NA,38.79716981132076,NA,Q2,2020-04-01
Q3,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,949,NA,452,NA,10.315217391304348,NA,4.913043478260869,NA,47.6290832455216,NA,Q3,2020-07-01
Q4,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,859,NA,319,NA,9.33695652173913,NA,3.467391304347826,NA,37.13620488940629,NA,Q4,2020-10-01
Q1,NA,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,782,NA,266,NA,8.688888888888888,NA,2.9555555555555557,NA,34.015345268542205,NA,Q1,2021-01-01
Q2,p,Lothian,NA,S08000024,d,T2,NA,Midwifery,NA,838,NA,335,NA,9.208791208791208,NA,3.681318681318681,NA,39.976133651551315,NA,Q2,2021-04-01
Q2,NA,Lothian,NA,S08000024,d,AH,NA,Neurology,NA,1908,NA,1588,NA,20.967032967032967,NA,17.45054945054945,NA,83.22851153039832,NA,Q2,2016-04-01
Q3,NA,Lothian,NA,S08000024,d,AH,NA,Neurology,NA,1583,NA,1241,NA,17.206521739130434,NA,13.48913043478261,NA,78.39545167403664,NA,Q3,2016-07-01
Q4,NA,Lothian,NA,S08000024,d,AH,NA,Neurology,NA,1783,NA,1460,NA,19.380434782608695,NA,15.869565217391305,NA,81.88446438586652,NA,Q4,2016-10-01
Q1,NA,Lothian,NA,S08000024,d,AH,NA,Neurology,NA,1893,NA,1564,NA,21.033333333333335,NA,17.377777777777776,NA,82.6201796090861,NA,Q1,2017-01-01
Q2,NA,Lothian,NA,S08000024,d,AH,NA,Neurology,NA,2143,NA,1866,NA,23.54945054945055,NA,20.505494505494507,NA,87.07419505366309,NA,Q2,2017-04-01
