date,quarter,hb,specialty_name,all_staffed_beds,total_occupied_beds,average_available_staffed_beds,average_occupied_beds,percentage_occupancy
2017-04-01,Q2,Scotland,Mental Health Grouping,361213,288838,3969.3736263736264,3174.043956043956,79.96334572675956
2017-07-01,Q3,Scotland,Mental Health Grouping,369138,290900,4012.369565217391,3161.9565217391305,78.80521647730659
2017-10-01,Q4,Scotland,Mental Health Grouping,359262,287439,3905.021739130435,3124.336956521739,80.00818344272425
2018-01-01,Q1,Scotland,Mental Health Grouping,348760,273373,3875.1111111111113,3037.4777777777776,78.38427571969262
2018-04-01,Q2,Scotland,Mental Health Grouping,358186,276880,3936.1098901098903,3042.6373626373625,77.3006203480873
2018-07-01,Q3,Scotland,Mental Health Grouping,355287,281217,3861.815217391305,3056.7065217391305,79.15206579469556
2018-10-01,Q4,Scotland,Mental Health Grouping,352168,276595,3827.913043478261,3006.467391304348,78.54063969469117
2019-01-01,Q1,Scotland,Mental Health Grouping,341319,268319,3792.4333333333334,2981.322222222222,78.61238313718252
2019-04-01,Q2,Scotland,Mental Health Grouping,347314,268349,3816.6373626373625,2948.8901098901097,77.26408955584859
2019-07-01,Q3,Scotland,Mental Health Grouping,352729,272077,3834.0108695652175,2957.358695652174,77.13485423653853
2019-10-01,Q4,Scotland,Mental Health Grouping,350649,264787,3811.402173913043,2878.1195652173915,75.51340514303477
2020-01-01,Q1,Scotland,Mental Health Grouping,343778,255976,3777.78021978022,2812.923076923077,74.45968037512581
2020-04-01,Q2,Scotland,Mental Health Grouping,326248,225313,3585.1428571428573,2475.967032967033,69.06187930653981
2020-07-01,Q3,Scotland,Mental Health Grouping,328142,252612,3566.7608695652175,2745.782608695652,76.98252585770794
2020-10-01,Q4,Scotland,Mental Health Grouping,324812,249811,3530.5652173913045,2715.336956521739,76.90941221383446
2021-01-01,Q1,Scotland,Mental Health Grouping,316555,240312,3517.277777777778,2670.133333333333,75.9147699451912
2021-04-01,Q2,Scotland,Mental Health Grouping,320053,248431,3517.065934065934,2730.010989010989,77.62183138417699
2016-04-01,Q2,Scotland,Midwifery,2834,719,31.142857142857142,7.901098901098901,25.370501058574455
2016-07-01,Q3,Scotland,Midwifery,2844,750,30.91304347826087,8.152173913043478,26.37130801687764
2016-10-01,Q4,Scotland,Midwifery,2698,733,29.32608695652174,7.967391304347826,27.168272794662712
2017-01-01,Q1,Scotland,Midwifery,3018,858,33.53333333333333,9.533333333333331,28.429423459244536
2017-04-01,Q2,Scotland,Midwifery,3094,1014,34,11.142857142857142,32.773109243697476
2017-07-01,Q3,Scotland,Midwifery,3027,1184,32.90217391304348,12.869565217391305,39.11463495209779
2017-10-01,Q4,Scotland,Midwifery,2957,1062,32.141304347826086,11.543478260869565,35.91477849171457
2018-01-01,Q1,Scotland,Midwifery,2892,1094,32.13333333333333,12.155555555555557,37.828492392807746
2018-04-01,Q2,Scotland,Midwifery,3035,1216,33.35164835164835,13.362637362637363,40.06589785831961
2018-07-01,Q3,Scotland,Midwifery,2877,1105,31.27173913043478,12.01086956521739,38.408063955509206
2018-10-01,Q4,Scotland,Midwifery,2876,1057,31.26086956521739,11.48913043478261,36.75243393602226
2019-01-01,Q1,Scotland,Midwifery,3148,923,34.977777777777774,10.255555555555556,29.320203303684885
2019-04-01,Q2,Scotland,Midwifery,3307,904,36.34065934065934,9.934065934065934,27.33595403689144
2019-07-01,Q3,Scotland,Midwifery,3400,1008,36.95652173913044,10.956521739130435,29.64705882352941
2019-10-01,Q4,Scotland,Midwifery,3453,922,37.53260869565217,10.021739130434783,26.701419055893428
2020-01-01,Q1,Scotland,Midwifery,3542,1097,38.92307692307692,12.054945054945057,30.971202710333145
2020-04-01,Q2,Scotland,Midwifery,4150,1098,45.604395604395606,12.065934065934066,26.4578313253012
2020-07-01,Q3,Scotland,Midwifery,4406,1410,47.891304347826086,15.326086956521738,32.00181570585565
2020-10-01,Q4,Scotland,Midwifery,3893,1077,42.31521739130435,11.706521739130435,27.665039815052655
2021-01-01,Q1,Scotland,Midwifery,3432,783,38.13333333333333,8.7,22.814685314685313
2021-04-01,Q2,Scotland,Midwifery,3609,942,39.65934065934066,10.351648351648352,26.10141313383209
2016-04-01,Q2,Scotland,Neurology,7443,6052,81.79120879120879,66.50549450549451,81.31129920730888
2016-07-01,Q3,Scotland,Neurology,7321,5758,79.57608695652173,62.58695652173913,78.65045758776125
2016-10-01,Q4,Scotland,Neurology,7598,6226,82.58695652173913,67.67391304347827,81.94261647802054
2017-01-01,Q1,Scotland,Neurology,8101,7042,90.0111111111111,78.24444444444444,86.92753980990001
2017-04-01,Q2,Scotland,Neurology,8242,7103,90.57142857142856,78.05494505494505,86.180538704198
2017-07-01,Q3,Scotland,Neurology,7979,6816,86.72826086956522,74.08695652173913,85.42423862639427
2017-10-01,Q4,Scotland,Neurology,8145,6955,88.53260869565217,75.59782608695652,85.38980969920196
2018-01-01,Q1,Scotland,Neurology,8197,7099,91.07777777777778,78.87777777777778,86.60485543491521
2018-04-01,Q2,Scotland,Neurology,8123,7103,89.26373626373626,78.05494505494505,87.44306290779268
2018-07-01,Q3,Scotland,Neurology,7816,6257,84.95652173913044,68.01086956521739,80.05373592630501
2018-10-01,Q4,Scotland,Neurology,7922,6266,86.1086956521739,68.1086956521739,79.0961878313557
2019-01-01,Q1,Scotland,Neurology,7852,6577,87.24444444444444,73.07777777777778,83.762098828324
2019-04-01,Q2,Scotland,Neurology,7401,5866,81.32967032967034,64.46153846153847,79.25955951898392
2019-07-01,Q3,Scotland,Neurology,7722,5909,83.93478260869566,64.22826086956522,76.52162652162652
2019-10-01,Q4,Scotland,Neurology,7544,5863,82,63.72826086956522,77.71739130434783
2020-01-01,Q1,Scotland,Neurology,7577,5830,83.26373626373626,64.06593406593407,76.94338128546919
2020-04-01,Q2,Scotland,Neurology,8888,4897,97.67032967032966,53.81318681318681,55.0967596759676
2020-07-01,Q3,Scotland,Neurology,9172,5852,99.69565217391305,63.608695652173914,63.802878325337986
2020-10-01,Q4,Scotland,Neurology,7786,5791,84.6304347826087,62.94565217391305,74.37708707937323
2021-01-01,Q1,Scotland,Neurology,8583,6655,95.36666666666666,73.94444444444444,77.53699172783409
2021-04-01,Q2,Scotland,Neurology,8045,6155,88.4065934065934,67.63736263736264,76.50714729645743
2016-04-01,Q2,Scotland,Neurosurgery,16599,13455,182.4065934065934,147.85714285714286,81.05909994577986
2016-07-01,Q3,Scotland,Neurosurgery,17148,13972,186.3913043478261,151.8695652173913,81.4788896664334
2016-10-01,Q4,Scotland,Neurosurgery,16926,12833,183.9782608695652,139.4891304347826,75.81826775375161
2017-01-01,Q1,Scotland,Neurosurgery,16606,12808,184.51111111111112,142.3111111111111,77.12874864506803
2017-04-01,Q2,Scotland,Neurosurgery,16347,12635,179.63736263736263,138.84615384615384,77.29246956628127
2017-07-01,Q3,Scotland,Neurosurgery,16417,13248,178.44565217391303,144,80.6968386428702
2017-10-01,Q4,Scotland,Neurosurgery,16426,13233,178.54347826086956,143.83695652173913,80.56130524777791
2018-01-01,Q1,Scotland,Neurosurgery,15782,12690,175.35555555555555,141,80.4080598149791
2018-04-01,Q2,Scotland,Neurosurgery,15727,12059,172.82417582417582,132.5164835164835,76.67705220321739
2018-07-01,Q3,Scotland,Neurosurgery,15962,12841,173.5,139.57608695652175,80.44731236687133
2018-10-01,Q4,Scotland,Neurosurgery,15757,12458,171.27173913043478,135.41304347826087,79.06327346576126
2019-01-01,Q1,Scotland,Neurosurgery,15598,12659,173.3111111111111,140.65555555555557,81.15784074881395
2019-04-01,Q2,Scotland,Neurosurgery,16465,13668,180.93406593406593,150.1978021978022,83.0124506529001
2019-07-01,Q3,Scotland,Neurosurgery,16660,13374,181.08695652173913,145.3695652173913,80.27611044417768
2019-10-01,Q4,Scotland,Neurosurgery,15324,12471,166.56521739130434,135.55434782608697,81.38214565387628
2020-01-01,Q1,Scotland,Neurosurgery,14864,11733,163.34065934065933,128.93406593406593,78.93568353067815
2020-04-01,Q2,Scotland,Neurosurgery,13666,7704,150.17582417582418,84.65934065934066,56.3734816332504
2020-07-01,Q3,Scotland,Neurosurgery,16566,10558,180.06521739130434,114.7608695652174,63.73294699987927
2020-10-01,Q4,Scotland,Neurosurgery,16012,12163,174.04347826086956,132.20652173913044,75.9617786660005
2021-01-01,Q1,Scotland,Neurosurgery,13859,11340,153.98888888888888,126,81.82408543184934
2021-04-01,Q2,Scotland,Neurosurgery,15381,12843,169.021978021978,141.13186813186817,83.49912229373903
2016-04-01,Q2,Scotland,Obstetrics,64390,42556,707.5824175824176,467.6483516483517,66.09100792048454
2016-07-01,Q3,Scotland,Obstetrics,62889,41997,683.5760869565217,456.4891304347826,66.77956399370319
2016-10-01,Q4,Scotland,Obstetrics,62336,39121,677.5652173913044,425.2282608695652,62.75827772073921
2017-01-01,Q1,Scotland,Obstetrics,59733,38297,663.7,425.52222222222224,64.1136390270035
2017-04-01,Q2,Scotland,Obstetrics,60882,38227,669.032967032967,420.0769230769231,62.7886731710522
2017-07-01,Q3,Scotland,Obstetrics,61433,40984,667.75,445.4782608695652,66.71332996923476
2017-10-01,Q4,Scotland,Obstetrics,60425,39847,656.7934782608696,433.1195652173913,65.94455937112123
2018-01-01,Q1,Scotland,Obstetrics,59186,37182,657.6222222222223,413.1333333333333,62.82228905484405
2018-04-01,Q2,Scotland,Obstetrics,59896,38984,658.1978021978022,428.3956043956044,65.08614932549753
2018-07-01,Q3,Scotland,Obstetrics,60191,38999,654.25,423.9021739130435,64.79207854994932
2018-10-01,Q4,Scotland,Obstetrics,60762,39102,660.4565217391304,425.0217391304348,64.35272045028142
2019-01-01,Q1,Scotland,Obstetrics,60990,37896,677.6666666666666,421.06666666666666,62.1347761928185
2019-04-01,Q2,Scotland,Obstetrics,61869,37824,679.8791208791209,415.6483516483517,61.135625272753714
2019-07-01,Q3,Scotland,Obstetrics,62809,39040,682.7065217391304,424.3478260869565,62.15669728860513
2019-10-01,Q4,Scotland,Obstetrics,61554,36708,669.0652173913044,399,59.63544205088215
2020-01-01,Q1,Scotland,Obstetrics,61278,35822,673.3846153846154,393.6483516483517,58.458174222396295
2020-04-01,Q2,Scotland,Obstetrics,60553,30022,665.4175824175824,329.9120879120879,49.57970703350784
2020-07-01,Q3,Scotland,Obstetrics,60762,33895,660.4565217391304,368.42391304347825,55.7832197755176
2020-10-01,Q4,Scotland,Obstetrics,61099,33548,664.1195652173913,364.6521739130435,54.90760896250349
2021-01-01,Q1,Scotland,Obstetrics,59026,31942,655.8444444444444,354.9111111111111,54.11513570291058
2021-04-01,Q2,Scotland,Obstetrics,59419,33849,652.9560439560439,371.967032967033,56.96662683653378
2016-07-01,Q3,Scotland,Obstetrics & Gynaecology,16,16,0.17391304347826086,0.17391304347826086,100
2016-10-01,Q4,Scotland,Obstetrics & Gynaecology,10,10,0.10869565217391304,0.10869565217391304,100
2017-01-01,Q1,Scotland,Obstetrics & Gynaecology,4,4,0.04444444444444444,0.04444444444444444,100
2017-07-01,Q3,Scotland,Obstetrics & Gynaecology,10,10,0.10869565217391304,0.10869565217391304,100
2017-10-01,Q4,Scotland,Obstetrics & Gynaecology,8,8,0.08695652173913043,0.08695652173913043,100
2018-01-01,Q1,Scotland,Obstetrics & Gynaecology,3,3,0.03333333333333333,0.03333333333333333,100
2018-04-01,Q2,Scotland,Obstetrics & Gynaecology,1,1,0.01098901098901099,0.01098901098901099,100
2018-07-01,Q3,Scotland,Obstetrics & Gynaecology,7,7,0.07608695652173914,0.07608695652173914,100
2018-10-01,Q4,Scotland,Obstetrics & Gynaecology,4,4,0.04347826086956521,0.04347826086956521,100
2019-01-01,Q1,Scotland,Obstetrics & Gynaecology,6,6,0.06666666666666667,0.06666666666666667,100
2019-04-01,Q2,Scotland,Obstetrics & Gynaecology,17,17,0.1868131868131868,0.1868131868131868,100
2019-07-01,Q3,Scotland,Obstetrics & Gynaecology,15,15,0.16304347826086957,0.16304347826086957,100
2019-10-01,Q4,Scotland,Obstetrics & Gynaecology,6,6,0.06521739130434782,0.06521739130434782,100
2020-01-01,Q1,Scotland,Obstetrics & Gynaecology,1,1,0.01098901098901099,0.01098901098901099,100
2016-07-01,Q3,Scotland,Obstetrics Grouping,16,16,0.17391304347826086,0.17391304347826086,100
2016-10-01,Q4,Scotland,Obstetrics Grouping,10,10,0.10869565217391304,0.10869565217391304,100
2017-01-01,Q1,Scotland,Obstetrics Grouping,4,4,0.04444444444444444,0.04444444444444444,100
2017-07-01,Q3,Scotland,Obstetrics Grouping,10,10,0.10869565217391304,0.10869565217391304,100
2017-10-01,Q4,Scotland,Obstetrics Grouping,8,8,0.08695652173913043,0.08695652173913043,100
2018-01-01,Q1,Scotland,Obstetrics Grouping,3,3,0.03333333333333333,0.03333333333333333,100
2018-04-01,Q2,Scotland,Obstetrics Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2018-07-01,Q3,Scotland,Obstetrics Grouping,7,7,0.07608695652173914,0.07608695652173914,100
2018-10-01,Q4,Scotland,Obstetrics Grouping,4,4,0.04347826086956521,0.04347826086956521,100
2019-01-01,Q1,Scotland,Obstetrics Grouping,6,6,0.06666666666666667,0.06666666666666667,100
2019-04-01,Q2,Scotland,Obstetrics Grouping,17,17,0.1868131868131868,0.1868131868131868,100
2019-07-01,Q3,Scotland,Obstetrics Grouping,15,15,0.16304347826086957,0.16304347826086957,100
2019-10-01,Q4,Scotland,Obstetrics Grouping,6,6,0.06521739130434782,0.06521739130434782,100
2020-01-01,Q1,Scotland,Obstetrics Grouping,1,1,0.01098901098901099,0.01098901098901099,100
2016-04-01,Q2,Scotland,Ophthalmology,4875,2931,53.57142857142857,32.20879120879121,60.12307692307694
2016-07-01,Q3,Scotland,Ophthalmology,5045,2968,54.83695652173913,32.26086956521739,58.83052527254707
2016-10-01,Q4,Scotland,Ophthalmology,4733,2623,51.44565217391305,28.51086956521739,55.41939573209381
2017-01-01,Q1,Scotland,Ophthalmology,4498,2710,49.977777777777774,30.11111111111111,60.24899955535794
2017-04-01,Q2,Scotland,Ophthalmology,5071,2904,55.72527472527472,31.912087912087912,57.26681127982647
2017-07-01,Q3,Scotland,Ophthalmology,4515,2674,49.07608695652174,29.065217391304348,59.224806201550386
2017-10-01,Q4,Scotland,Ophthalmology,4660,2508,50.65217391304348,27.26086956521739,53.81974248927038
2018-01-01,Q1,Scotland,Ophthalmology,4242,2599,47.13333333333333,28.877777777777776,61.26826968411127
2018-04-01,Q2,Scotland,Ophthalmology,4965,2762,54.56043956043956,30.35164835164835,55.62940584088621
2018-07-01,Q3,Scotland,Ophthalmology,4351,2583,47.29347826086956,28.07608695652174,59.36566306596185
2018-10-01,Q4,Scotland,Ophthalmology,4299,3170,46.72826086956522,34.45652173913044,73.73807862293556
2019-01-01,Q1,Scotland,Ophthalmology,4133,3331,45.922222222222224,37.01111111111111,80.59520929107185
2019-04-01,Q2,Scotland,Ophthalmology,4423,3250,48.604395604395606,35.714285714285715,73.47953877458738
2019-07-01,Q3,Scotland,Ophthalmology,4966,3369,53.97826086956522,36.619565217391305,67.84132098268223
2019-10-01,Q4,Scotland,Ophthalmology,4642,3040,50.45652173913044,33.04347826086956,65.48901335631193
2020-01-01,Q1,Scotland,Ophthalmology,4297,2233,47.21978021978022,24.53846153846154,51.96648824761462
2020-04-01,Q2,Scotland,Ophthalmology,3025,721,33.24175824175824,7.923076923076923,23.834710743801654
2020-07-01,Q3,Scotland,Ophthalmology,3297,1498,35.83695652173913,16.282608695652176,45.43524416135881
2020-10-01,Q4,Scotland,Ophthalmology,3673,1354,39.92391304347826,14.717391304347826,36.863599237680376
2021-01-01,Q1,Scotland,Ophthalmology,3253,1090,36.144444444444446,12.11111111111111,33.50753150937596
2021-04-01,Q2,Scotland,Ophthalmology,3455,1714,37.96703296703296,18.835164835164836,49.60926193921853
2016-07-01,Q3,Scotland,Oral Medicine,2,2,0.0217391304347826,0.0217391304347826,100
2017-04-01,Q2,Scotland,Oral Medicine,1,1,0.01098901098901099,0.01098901098901099,100
2016-04-01,Q2,Scotland,Oral Surgery,485,313,5.329670329670329,3.43956043956044,64.5360824742268
2016-07-01,Q3,Scotland,Oral Surgery,465,251,5.054347826086956,2.7282608695652173,53.97849462365591
2016-10-01,Q4,Scotland,Oral Surgery,566,378,6.1521739130434785,4.108695652173913,66.78445229681978
2017-01-01,Q1,Scotland,Oral Surgery,466,286,5.177777777777778,3.1777777777777776,61.37339055793991
2017-04-01,Q2,Scotland,Oral Surgery,459,240,5.043956043956044,2.6373626373626373,52.28758169934641
2017-07-01,Q3,Scotland,Oral Surgery,410,148,4.456521739130435,1.608695652173913,36.09756097560976
2017-10-01,Q4,Scotland,Oral Surgery,406,180,4.413043478260869,1.9565217391304348,44.334975369458135
2018-01-01,Q1,Scotland,Oral Surgery,411,206,4.566666666666666,2.2888888888888888,50.12165450121654
2018-04-01,Q2,Scotland,Oral Surgery,317,75,3.4835164835164836,0.8241758241758241,23.65930599369085
2018-07-01,Q3,Scotland,Oral Surgery,274,32,2.9782608695652173,0.34782608695652173,11.67883211678832
2018-10-01,Q4,Scotland,Oral Surgery,329,50,3.5760869565217392,0.5434782608695652,15.19756838905775
2019-01-01,Q1,Scotland,Oral Surgery,278,57,3.088888888888889,0.6333333333333333,20.503597122302157
2019-04-01,Q2,Scotland,Oral Surgery,306,49,3.3626373626373627,0.5384615384615384,16.013071895424837
2019-07-01,Q3,Scotland,Oral Surgery,299,22,3.25,0.2391304347826087,7.357859531772576
2019-10-01,Q4,Scotland,Oral Surgery,51,41,0.5543478260869565,0.44565217391304346,80.3921568627451
2020-01-01,Q1,Scotland,Oral Surgery,15,15,0.16483516483516483,0.16483516483516483,100
2020-04-01,Q2,Scotland,Oral Surgery,2,2,0.02197802197802198,0.02197802197802198,100
2020-07-01,Q3,Scotland,Oral Surgery,2,2,0.0217391304347826,0.0217391304347826,100
2020-10-01,Q4,Scotland,Oral Surgery,10,10,0.10869565217391304,0.10869565217391304,100
2021-01-01,Q1,Scotland,Oral Surgery,15,15,0.16666666666666666,0.16666666666666666,100
2021-04-01,Q2,Scotland,Oral Surgery,10,10,0.10989010989010987,0.10989010989010987,100
2017-04-01,Q2,Scotland,Orthodontics,7,7,0.07692307692307693,0.07692307692307693,100
2017-07-01,Q3,Scotland,Orthodontics,2,2,0.0217391304347826,0.0217391304347826,100
2019-07-01,Q3,Scotland,Orthodontics,7,7,0.07608695652173914,0.07608695652173914,100
2019-10-01,Q4,Scotland,Orthodontics,1,1,0.0108695652173913,0.0108695652173913,100
2020-04-01,Q2,Scotland,Orthodontics,2,2,0.02197802197802198,0.02197802197802198,100
2020-10-01,Q4,Scotland,Orthodontics,2,2,0.0217391304347826,0.0217391304347826,100
2016-04-01,Q2,Scotland,Other Grouping,11420,412,125.49450549450547,4.527472527472527,3.607705779334501
2016-07-01,Q3,Scotland,Other Grouping,10572,362,114.91304347826087,3.934782608695652,3.424139235716988
2016-10-01,Q4,Scotland,Other Grouping,10887,298,118.33695652173913,3.239130434782609,2.737209515936438
2017-01-01,Q1,Scotland,Other Grouping,9408,259,104.53333333333332,2.8777777777777778,2.7529761904761902
2017-04-01,Q2,Scotland,Other Grouping,9723,0,106.84615384615384,0,0
2017-07-01,Q3,Scotland,Other Grouping,10080,0,109.56521739130434,0,0
2017-10-01,Q4,Scotland,Other Grouping,8801,0,95.66304347826087,0,0
2018-01-01,Q1,Scotland,Other Grouping,8016,2,89.06666666666666,0.02222222222222222,0.0249500998003992
2018-04-01,Q2,Scotland,Other Grouping,9547,0,104.91208791208793,0,0
2018-07-01,Q3,Scotland,Other Grouping,9505,0,103.31521739130434,0,0
2018-10-01,Q4,Scotland,Other Grouping,11789,0,128.1413043478261,0,0
2019-01-01,Q1,Scotland,Other Grouping,7724,0,85.82222222222222,0,0
2019-04-01,Q2,Scotland,Other Grouping,9836,3,108.08791208791207,0.03296703296703297,0.03050020333468889
2019-07-01,Q3,Scotland,Other Grouping,11143,1,121.1195652173913,0.0108695652173913,0.00897424391994974
2019-10-01,Q4,Scotland,Other Grouping,9597,1,104.31521739130434,0.0108695652173913,0.01041992289257059
2020-01-01,Q1,Scotland,Other Grouping,11638,1,127.89010989010988,0.01098901098901099,0.00859254167382711
2020-04-01,Q2,Scotland,Other Grouping,21114,22,232.021978021978,0.24175824175824176,0.10419626787913232
2020-07-01,Q3,Scotland,Other Grouping,20002,3,217.41304347826087,0.03260869565217391,0.014998500149985
2020-10-01,Q4,Scotland,Other Grouping,17592,0,191.2173913043478,0,0
2021-01-01,Q1,Scotland,Other Grouping,18573,0,206.36666666666667,0,0
2021-04-01,Q2,Scotland,Other Grouping,16921,3,185.94505494505495,0.03296703296703297,0.0177294486141481
2016-04-01,Q2,Scotland,Paediatric Dentistry,17,17,0.1868131868131868,0.1868131868131868,100
2016-07-01,Q3,Scotland,Paediatric Dentistry,18,18,0.1956521739130435,0.1956521739130435,100
2016-10-01,Q4,Scotland,Paediatric Dentistry,18,18,0.1956521739130435,0.1956521739130435,100
2017-01-01,Q1,Scotland,Paediatric Dentistry,18,18,0.2,0.2,100
2017-04-01,Q2,Scotland,Paediatric Dentistry,30,30,0.32967032967032966,0.32967032967032966,100
2017-07-01,Q3,Scotland,Paediatric Dentistry,18,18,0.1956521739130435,0.1956521739130435,100
2017-10-01,Q4,Scotland,Paediatric Dentistry,8,8,0.08695652173913043,0.08695652173913043,100
2018-01-01,Q1,Scotland,Paediatric Dentistry,53,53,0.5888888888888889,0.5888888888888889,100
2018-04-01,Q2,Scotland,Paediatric Dentistry,10,10,0.10989010989010987,0.10989010989010987,100
2018-07-01,Q3,Scotland,Paediatric Dentistry,14,14,0.15217391304347827,0.15217391304347827,100
2018-10-01,Q4,Scotland,Paediatric Dentistry,27,27,0.29347826086956524,0.29347826086956524,100
2019-01-01,Q1,Scotland,Paediatric Dentistry,45,45,0.5,0.5,100
2019-04-01,Q2,Scotland,Paediatric Dentistry,12,12,0.13186813186813187,0.13186813186813187,100
2019-07-01,Q3,Scotland,Paediatric Dentistry,18,18,0.1956521739130435,0.1956521739130435,100
2019-10-01,Q4,Scotland,Paediatric Dentistry,29,29,0.31521739130434784,0.31521739130434784,100
2020-01-01,Q1,Scotland,Paediatric Dentistry,58,58,0.6373626373626373,0.6373626373626373,100
2020-04-01,Q2,Scotland,Paediatric Dentistry,14,14,0.15384615384615383,0.15384615384615383,100
2020-07-01,Q3,Scotland,Paediatric Dentistry,24,24,0.2608695652173913,0.2608695652173913,100
2020-10-01,Q4,Scotland,Paediatric Dentistry,14,14,0.15217391304347827,0.15217391304347827,100
2021-01-01,Q1,Scotland,Paediatric Dentistry,11,11,0.12222222222222222,0.12222222222222222,100
2021-04-01,Q2,Scotland,Paediatric Dentistry,5,5,0.05494505494505494,0.05494505494505494,100
2016-04-01,Q2,Scotland,Paediatric Surgery,4297,2772,47.21978021978022,30.46153846153846,64.51012334186642
2016-07-01,Q3,Scotland,Paediatric Surgery,4365,2446,47.44565217391305,26.58695652173913,56.03665521191294
2016-10-01,Q4,Scotland,Paediatric Surgery,4101,2445,44.57608695652174,26.57608695652174,59.61960497439648
2017-01-01,Q1,Scotland,Paediatric Surgery,4079,2328,45.32222222222222,25.866666666666667,57.07281196371659
2017-04-01,Q2,Scotland,Paediatric Surgery,4009,2386,44.05494505494506,26.21978021978022,59.51608880019954
2017-07-01,Q3,Scotland,Paediatric Surgery,5145,2397,55.92391304347826,26.054347826086957,46.58892128279884
2017-10-01,Q4,Scotland,Paediatric Surgery,4864,2362,52.869565217391305,25.67391304347826,48.5608552631579
2018-01-01,Q1,Scotland,Paediatric Surgery,3930,2231,43.666666666666664,24.788888888888888,56.76844783715013
2018-04-01,Q2,Scotland,Paediatric Surgery,4095,2283,45,25.087912087912088,55.75091575091575
2018-07-01,Q3,Scotland,Paediatric Surgery,4054,2241,44.06521739130435,24.35869565217391,55.27873704982733
2018-10-01,Q4,Scotland,Paediatric Surgery,3826,2154,41.58695652173913,23.41304347826087,56.29900679560899
2019-01-01,Q1,Scotland,Paediatric Surgery,4139,2573,45.98888888888889,28.58888888888889,62.16477410002417
2019-04-01,Q2,Scotland,Paediatric Surgery,4433,2631,48.714285714285715,28.912087912087912,59.350327092262575
2019-07-01,Q3,Scotland,Paediatric Surgery,3935,2164,42.77173913043478,23.52173913043478,54.99364675984752
2019-10-01,Q4,Scotland,Paediatric Surgery,3859,1934,41.94565217391305,21.02173913043478,50.11661052086032
2020-01-01,Q1,Scotland,Paediatric Surgery,4513,2105,49.59340659340659,23.13186813186813,46.64303124307556
2020-04-01,Q2,Scotland,Paediatric Surgery,4341,1806,47.7032967032967,19.846153846153847,41.60331720801659
2020-07-01,Q3,Scotland,Paediatric Surgery,4499,2145,48.90217391304348,23.315217391304348,47.67726161369193
2020-10-01,Q4,Scotland,Paediatric Surgery,4629,1995,50.31521739130435,21.684782608695652,43.09786130913804
2021-01-01,Q1,Scotland,Paediatric Surgery,4363,1918,48.477777777777774,21.31111111111111,43.96057758423104
2021-04-01,Q2,Scotland,Paediatric Surgery,4463,1852,49.04395604395605,20.35164835164835,41.49675106430652
2016-04-01,Q2,Scotland,Paediatrics,61431,35994,675.065934065934,395.53846153846155,58.59256727059629
2016-07-01,Q3,Scotland,Paediatrics,62351,34596,677.7282608695652,376.0434782608696,55.48587833394812
2016-10-01,Q4,Scotland,Paediatrics,64001,39681,695.6630434782609,431.3152173913044,62.000593740722806
2017-01-01,Q1,Scotland,Paediatrics,61620,35679,684.6666666666666,396.43333333333334,57.9016553067186
2017-04-01,Q2,Scotland,Paediatrics,60733,34827,667.3956043956044,382.7142857142857,57.34444206609257
2017-07-01,Q3,Scotland,Paediatrics,61194,33600,665.1521739130435,365.2173913043478,54.907343857240896
2017-10-01,Q4,Scotland,Paediatrics,63893,37509,694.4891304347826,407.7065217391304,58.70596152943202
2018-01-01,Q1,Scotland,Paediatrics,62043,34971,689.3666666666667,388.56666666666666,56.365746337217736
2018-04-01,Q2,Scotland,Paediatrics,59865,32747,657.8571428571429,359.85714285714283,54.70141150922909
2018-07-01,Q3,Scotland,Paediatrics,61161,31380,664.7934782608696,341.0869565217391,51.30720557217835
2018-10-01,Q4,Scotland,Paediatrics,63348,38514,688.5652173913044,418.6304347826087,60.797499526425455
2019-01-01,Q1,Scotland,Paediatrics,61341,37107,681.5666666666667,412.3,60.492981855528924
2019-04-01,Q2,Scotland,Paediatrics,59814,33540,657.2967032967033,368.57142857142856,56.07382886949544
2019-07-01,Q3,Scotland,Paediatrics,60556,32223,658.2173913043479,350.25,53.21190303190435
2019-10-01,Q4,Scotland,Paediatrics,64379,36526,699.7717391304348,397.0217391304348,56.735892138740894
2020-01-01,Q1,Scotland,Paediatrics,62725,31705,689.2857142857143,348.4065934065934,50.546034276604225
2020-04-01,Q2,Scotland,Paediatrics,61545,23226,676.3186813186813,255.23076923076923,37.738240311966855
2020-07-01,Q3,Scotland,Paediatrics,59216,26979,643.6521739130435,293.25,45.560321534720345
2020-10-01,Q4,Scotland,Paediatrics,59087,27826,642.25,302.45652173913044,47.0932692470425
2021-01-01,Q1,Scotland,Paediatrics,57814,26853,642.3777777777777,298.3666666666667,46.44722731518318
2021-04-01,Q2,Scotland,Paediatrics,62238,30678,683.934065934066,337.1208791208791,49.29142967319001
2016-04-01,Q2,Scotland,Paediatrics Grouping,65745,38783,722.4725274725274,426.1868131868132,58.99003726519128
2016-07-01,Q3,Scotland,Paediatrics Grouping,66734,37060,725.3695652173913,402.82608695652175,55.533910750142354
2016-10-01,Q4,Scotland,Paediatrics Grouping,68120,42144,740.4347826086956,458.0869565217391,61.86729301233118
2017-01-01,Q1,Scotland,Paediatrics Grouping,65717,38025,730.1888888888889,422.5,57.86174049332745
