Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeds,AllStaffedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2020Q1,,S08000032,,L308H,, ,z,Women and Newborn Grouping,d,6402,,3812,,70.35164835164835,,41.89010989010989,,59.543892533583254,
2020Q1,,S08000032,,S08000032,d, ,z,Women and Newborn Grouping,d,6405,,3815,,70.38461538461539,,41.92307692307692,,59.562841530054634,
2020Q2,,S08000032,,L302H,, ,z,Women and Newborn Grouping,d,1,,1,,0.01098901098901099,,0.01098901098901099,,100,
2020Q2,,S08000032,,L308H,, ,z,Women and Newborn Grouping,d,5633,,2713,,61.9010989010989,,29.813186813186817,,48.162613172377064,
2020Q2,,S08000032,,S08000032,d, ,z,Women and Newborn Grouping,d,5634,,2714,,61.91208791208791,,29.824175824175825,,48.17181398651048,
2020Q3,,S08000032,,L106H,, ,z,Women and Newborn Grouping,d,1,,1,,0.0108695652173913,,0.0108695652173913,,100,
2020Q3,,S08000032,,L308H,, ,z,Women and Newborn Grouping,d,5993,,3496,,65.1413043478261,,38,,58.334723844485225,
2020Q3,,S08000032,,S08000032,d, ,z,Women and Newborn Grouping,d,5994,,3497,,65.15217391304348,,38.01086956521739,,58.34167500834167,
2020Q4,,S08000032,,L106H,, ,z,Women and Newborn Grouping,d,5,,5,,0.05434782608695652,,0.05434782608695652,,100,
2020Q4,,S08000032,,L302H,, ,z,Women and Newborn Grouping,d,2,,2,,0.0217391304347826,,0.0217391304347826,,100,
2020Q4,,S08000032,,L308H,, ,z,Women and Newborn Grouping,d,5992,,3611,,65.1304347826087,,39.25,,60.26368491321762,
2020Q4,,S08000032,,S08000032,d, ,z,Women and Newborn Grouping,d,5999,,3618,,65.20652173913044,,39.32608695652174,,60.31005167527922,
2021Q1,,S08000032,,L308H,, ,z,Women and Newborn Grouping,d,5804,,3493,,64.4888888888889,,38.81111111111111,,60.182632667126114,
2021Q1,,S08000032,,S08000032,d, ,z,Women and Newborn Grouping,d,5804,,3493,,64.4888888888889,,38.81111111111111,,60.182632667126114,
2021Q2,p,S08000032,,L106H,, ,z,Women and Newborn Grouping,d,3,,3,,0.03296703296703297,,0.03296703296703297,,100,
2021Q2,p,S08000032,,L308H,, ,z,Women and Newborn Grouping,d,6277,,3873,,68.97802197802197,,42.56043956043956,,61.70144973713558,
2021Q2,p,S08000032,,S08000032,d, ,z,Women and Newborn Grouping,d,6280,,3876,,69.01098901098901,,42.59340659340659,,61.71974522292993,
2016Q2,,S08000024,,S308H,,C2,,Accident & Emergency,,984,,480,,10.813186813186814,,5.274725274725275,,48.78048780487805,
2016Q2,,S08000024,,S08000024,d,C2,,Accident & Emergency,,984,,480,,10.813186813186814,,5.274725274725275,,48.78048780487805,
2016Q3,,S08000024,,S308H,,C2,,Accident & Emergency,,1000,,399,,10.869565217391305,,4.336956521739131,,39.900000000000006,
2016Q3,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1000,,399,,10.869565217391305,,4.336956521739131,,39.900000000000006,
2016Q4,,S08000024,,S308H,,C2,,Accident & Emergency,,936,,399,,10.173913043478262,,4.336956521739131,,42.62820512820512,
2016Q4,,S08000024,,S08000024,d,C2,,Accident & Emergency,,936,,399,,10.173913043478262,,4.336956521739131,,42.62820512820512,
2017Q1,,S08000024,,S308H,,C2,,Accident & Emergency,,932,,373,,10.355555555555556,,4.144444444444445,,40.021459227467815,
2017Q1,,S08000024,,S08000024,d,C2,,Accident & Emergency,,932,,373,,10.355555555555556,,4.144444444444445,,40.021459227467815,
2017Q2,,S08000024,,S308H,,C2,,Accident & Emergency,,1016,,354,,11.164835164835164,,3.89010989010989,,34.84251968503937,
2017Q2,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1016,,354,,11.164835164835164,,3.89010989010989,,34.84251968503937,
2017Q3,,S08000024,,S308H,,C2,,Accident & Emergency,,968,,350,,10.521739130434783,,3.804347826086957,,36.15702479338842,
2017Q3,,S08000024,,S08000024,d,C2,,Accident & Emergency,,968,,350,,10.521739130434783,,3.804347826086957,,36.15702479338842,
2017Q4,,S08000024,,S308H,,C2,,Accident & Emergency,,920,,568,,10,,6.173913043478261,,61.73913043478261,
2017Q4,,S08000024,,S08000024,d,C2,,Accident & Emergency,,920,,568,,10,,6.173913043478261,,61.73913043478261,
2018Q1,,S08000024,,S308H,,C2,,Accident & Emergency,,765,,414,,8.5,,4.6,,54.11764705882353,
2018Q1,,S08000024,,S08000024,d,C2,,Accident & Emergency,,765,,414,,8.5,,4.6,,54.11764705882353,
2018Q2,,S08000024,,S308H,,C2,,Accident & Emergency,,919,,363,,10.0989010989011,,3.989010989010989,,39.49945593035909,
2018Q2,,S08000024,,S08000024,d,C2,,Accident & Emergency,,919,,363,,10.0989010989011,,3.989010989010989,,39.49945593035909,
2018Q3,,S08000024,,S308H,,C2,,Accident & Emergency,,921,,326,,10.01086956521739,,3.5434782608695654,,35.39630836047775,
2018Q3,,S08000024,,S08000024,d,C2,,Accident & Emergency,,921,,326,,10.01086956521739,,3.5434782608695654,,35.39630836047775,
2018Q4,,S08000024,,S308H,,C2,,Accident & Emergency,,883,,349,,9.597826086956522,,3.7934782608695654,,39.52434881087203,
2018Q4,,S08000024,,S08000024,d,C2,,Accident & Emergency,,883,,349,,9.597826086956522,,3.7934782608695654,,39.52434881087203,
2019Q1,,S08000024,,S308H,,C2,,Accident & Emergency,,857,,339,,9.522222222222222,,3.7666666666666666,,39.556592765460906,
2019Q1,,S08000024,,S08000024,d,C2,,Accident & Emergency,,857,,339,,9.522222222222222,,3.7666666666666666,,39.556592765460906,
2019Q2,,S08000024,,S308H,,C2,,Accident & Emergency,,1035,,287,,11.373626373626374,,3.1538461538461537,,27.72946859903381,
2019Q2,,S08000024,,S314H,,C2,,Accident & Emergency,,36,,36,,0.3956043956043956,,0.3956043956043956,,100,
2019Q2,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1071,,323,,11.76923076923077,,3.5494505494505493,,30.15873015873016,
2019Q3,,S08000024,,S308H,,C2,,Accident & Emergency,,1113,,332,,12.097826086956522,,3.608695652173913,,29.829290206648697,
2019Q3,,S08000024,,S314H,,C2,,Accident & Emergency,,317,,317,,3.4456521739130435,,3.4456521739130435,,100,
2019Q3,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1430,,649,,15.543478260869565,,7.054347826086956,,45.38461538461539,
2019Q4,,S08000024,,S308H,,C2,,Accident & Emergency,,898,,352,,9.76086956521739,,3.8260869565217392,,39.19821826280624,
2019Q4,,S08000024,,S314H,,C2,,Accident & Emergency,,413,,413,,4.489130434782608,,4.489130434782608,,100,
2019Q4,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1311,,765,,14.25,,8.315217391304348,,58.35240274599543,
2020Q1,,S08000024,,S308H,,C2,,Accident & Emergency,,862,,356,,9.472527472527473,,3.912087912087912,,41.29930394431554,
2020Q1,,S08000024,,S314H,,C2,,Accident & Emergency,,469,,469,,5.153846153846154,,5.153846153846154,,100,
2020Q1,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1331,,825,,14.626373626373626,,9.065934065934066,,61.98347107438017,
2020Q2,,S08000024,,S308H,,C2,,Accident & Emergency,,1201,,213,,13.197802197802195,,2.340659340659341,,17.735220649458785,
2020Q2,,S08000024,,S314H,,C2,,Accident & Emergency,,214,,214,,2.3516483516483517,,2.3516483516483517,,100,
2020Q2,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1415,,427,,15.54945054945055,,4.6923076923076925,,30.176678445229683,
2020Q3,,S08000024,,S308H,,C2,,Accident & Emergency,,1072,,321,,11.652173913043478,,3.489130434782609,,29.94402985074627,
2020Q3,,S08000024,,S314H,,C2,,Accident & Emergency,,314,,314,,3.4130434782608696,,3.4130434782608696,,100,
2020Q3,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1386,,635,,15.065217391304348,,6.9021739130434785,,45.81529581529582,
2020Q4,,S08000024,,S308H,,C2,,Accident & Emergency,,909,,111,,9.880434782608695,,1.2065217391304348,,12.211221122112212,
2020Q4,,S08000024,,S314H,,C2,,Accident & Emergency,,355,,355,,3.858695652173913,,3.858695652173913,,100,
2020Q4,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1264,,466,,13.73913043478261,,5.065217391304348,,36.86708860759494,
2021Q1,,S08000024,,S308H,,C2,,Accident & Emergency,,933,,115,,10.366666666666667,,1.2777777777777777,,12.325830653804928,
2021Q1,,S08000024,,S314H,,C2,,Accident & Emergency,,293,,293,,3.2555555555555555,,3.2555555555555555,,100,
2021Q1,,S08000024,,S08000024,d,C2,,Accident & Emergency,,1226,,408,,13.622222222222222,,4.533333333333333,,33.278955954323,
2021Q2,p,S08000024,,S308H,,C2,,Accident & Emergency,,918,,123,,10.087912087912088,,1.3516483516483515,,13.398692810457518,
2021Q2,p,S08000024,,S314H,,C2,,Accident & Emergency,,369,,369,,4.054945054945055,,4.054945054945055,,100,
2021Q2,p,S08000024,,S08000024,d,C2,,Accident & Emergency,,1287,,492,,14.142857142857142,,5.406593406593407,,38.22843822843824,
2016Q2,,S08000024,,S116H,, ,z,All Acute,d,62860,,60346,,690.7692307692307,,663.1428571428571,,96.00063633471208,
2016Q2,,S08000024,,S308H,, ,z,All Acute,d,26049,,22216,,286.25274725274727,,244.13186813186817,,85.28542362470728,
2016Q2,,S08000024,,S314H,, ,z,All Acute,d,74252,,68597,,815.9560439560439,,753.8131868131868,,92.38404352744708,
2016Q2,,S08000024,,S08000024,d, ,z,All Acute,d,195647,,179153,,2149.967032967033,,1968.7142857142856,,91.5695103937193,
2016Q3,,S08000024,,S116H,, ,z,All Acute,d,63391,,60869,,689.0326086956521,,661.6195652173913,,96.02151725008282,
2016Q3,,S08000024,,S308H,, ,z,All Acute,d,26158,,21989,,284.32608695652175,,239.0108695652174,,84.06223717409588,
2016Q3,,S08000024,,S314H,, ,z,All Acute,d,74575,,67965,,810.5978260869565,,738.75,,91.13643982567883,
2016Q3,,S08000024,,S08000024,d, ,z,All Acute,d,196934,,177701,,2140.586956521739,,1931.532608695652,,90.2337839072989,
2016Q4,,S08000024,,S116H,, ,z,All Acute,d,63601,,60270,,691.3152173913044,,655.1086956521739,,94.76266096445023,
2016Q4,,S08000024,,S308H,, ,z,All Acute,d,26311,,21981,,285.9891304347826,,238.92391304347825,,83.54300482687849,
2016Q4,,S08000024,,S314H,, ,z,All Acute,d,75555,,69669,,821.25,,757.2717391304348,,92.20964860035735,
2016Q4,,S08000024,,S08000024,d, ,z,All Acute,d,198376,,180066,,2156.2608695652175,,1957.2391304347825,,90.77005282897125,
2017Q1,,S08000024,,S116H,, ,z,All Acute,d,63116,,60485,,701.2888888888889,,672.0555555555555,,95.83148488497368,
2017Q1,,S08000024,,S308H,, ,z,All Acute,d,26171,,23076,,290.7888888888889,,256.4,,88.17393297925183,
2017Q1,,S08000024,,S314H,, ,z,All Acute,d,73864,,68854,,820.7111111111111,,765.0444444444445,,93.21726416116108,
2017Q1,,S08000024,,S08000024,d, ,z,All Acute,d,195691,,179471,,2174.3444444444444,,1994.1222222222225,,91.71142259991517,
2017Q2,,S08000024,,S116H,, ,z,All Acute,d,63940,,60614,,702.6373626373627,,666.0879120879121,,94.79824835783546,
2017Q2,,S08000024,,S308H,, ,z,All Acute,d,25878,,21510,,284.3736263736264,,236.37362637362637,,83.12079758868536,
2017Q2,,S08000024,,S314H,, ,z,All Acute,d,74882,,68562,,822.8791208791209,,753.4285714285714,,91.5600544857242,
2017Q2,,S08000024,,S08000024,d, ,z,All Acute,d,193395,,174742,,2125.21978021978,,1920.241758241758,,90.3549729827555,
2017Q3,,S08000024,,S116H,, ,z,All Acute,d,63534,,59728,,690.5869565217391,,649.2173913043479,,94.0095067208109,
2017Q3,,S08000024,,S308H,, ,z,All Acute,d,26591,,22232,,289.0326086956522,,241.65217391304347,,83.60723553081868,
2017Q3,,S08000024,,S314H,, ,z,All Acute,d,75681,,68959,,822.6195652173913,,749.554347826087,,91.11798205626248,
2017Q3,,S08000024,,S08000024,d, ,z,All Acute,d,189813,,169623,,2063.1847826086955,,1843.7282608695652,,89.36321537513237,
2017Q4,,S08000024,,S116H,, ,z,All Acute,d,63587,,59563,,691.1630434782609,,647.4239130434783,,93.67166244672651,
2017Q4,,S08000024,,S308H,, ,z,All Acute,d,27000,,22949,,293.4782608695652,,249.44565217391303,,84.99629629629631,
2017Q4,,S08000024,,S314H,, ,z,All Acute,d,75970,,71068,,825.7608695652174,,772.4782608695652,,93.54745294195077,
2017Q4,,S08000024,,S08000024,d, ,z,All Acute,d,187303,,169168,,2035.9021739130435,,1838.782608695652,,90.31782726384522,
2018Q1,,S08000024,,S116H,, ,z,All Acute,d,64321,,61972,,714.6777777777778,,688.5777777777778,,96.3480045397304,
2018Q1,,S08000024,,S308H,, ,z,All Acute,d,27160,,24182,,301.77777777777777,,268.68888888888887,,89.03534609720177,
2018Q1,,S08000024,,S314H,, ,z,All Acute,d,74902,,71079,,832.2444444444444,,789.7666666666667,,94.89599743665056,
2018Q1,,S08000024,,S08000024,d, ,z,All Acute,d,187085,,172977,,2078.722222222222,,1921.9666666666667,,92.45904268113424,
2018Q2,,S08000024,,S116H,, ,z,All Acute,d,64307,,61492,,706.6703296703297,,675.7362637362637,,95.62256052995784,
2018Q2,,S08000024,,S308H,, ,z,All Acute,d,26917,,22982,,295.7912087912088,,252.54945054945057,,85.38098599398148,
2018Q2,,S08000024,,S314H,, ,z,All Acute,d,75598,,70727,,830.7472527472528,,777.2197802197802,,93.556707849414,
2018Q2,,S08000024,,S08000024,d, ,z,All Acute,d,187985,,170789,,2065.769230769231,,1876.8021978021975,,90.85246163257705,
2018Q3,,S08000024,,S116H,, ,z,All Acute,d,63030,,59927,,685.1086956521739,,651.3804347826087,,95.07694748532444,
2018Q3,,S08000024,,S308H,, ,z,All Acute,d,26852,,22029,,291.8695652173913,,239.44565217391303,,82.0385818561001,
2018Q3,,S08000024,,S314H,, ,z,All Acute,d,76243,,70507,,828.7282608695652,,766.3804347826087,,92.4766863843238,
2018Q3,,S08000024,,S08000024,d, ,z,All Acute,d,187875,,168001,,2042.1195652173913,,1826.0978260869565,,89.42168995342648,
2018Q4,,S08000024,,S116H,, ,z,All Acute,d,64005,,58743,,695.7065217391304,,638.5108695652174,,91.77876728380596,
2018Q4,,S08000024,,S308H,, ,z,All Acute,d,26280,,22261,,285.6521739130435,,241.9673913043478,,84.70700152207,
2018Q4,,S08000024,,S314H,, ,z,All Acute,d,76467,,69979,,831.1630434782609,,760.6413043478261,,91.51529417918842,
2018Q4,,S08000024,,S08000024,d, ,z,All Acute,d,187987,,166927,,2043.3369565217392,,1814.4239130434785,,88.7970976716475,
2019Q1,,S08000024,,S116H,, ,z,All Acute,d,61970,,58833,,688.5555555555555,,653.7,,94.93787316443442,
2019Q1,,S08000024,,S308H,, ,z,All Acute,d,27071,,23069,,300.7888888888889,,256.3222222222222,,85.21665250637213,
2019Q1,,S08000024,,S314H,, ,z,All Acute,d,75174,,70403,,835.2666666666667,,782.2555555555556,,93.65339080001064,
2019Q1,,S08000024,,S08000024,d, ,z,All Acute,d,186086,,170027,,2067.6222222222223,,1889.1888888888889,,91.37011919220144,
2019Q2,,S08000024,,S116H,, ,z,All Acute,d,62426,,57730,,686,,634.3956043956044,,92.47749335212892,
2019Q2,,S08000024,,S308H,, ,z,All Acute,d,26619,,22396,,292.5164835164835,,246.1098901098901,,84.13539201322364,
2019Q2,,S08000024,,S314H,, ,z,All Acute,d,76737,,68518,,843.2637362637363,,752.945054945055,,89.2893910369183,
2019Q2,,S08000024,,S08000024,d, ,z,All Acute,d,187672,,165615,,2062.3296703296705,,1819.9450549450548,,88.24704804126347,
2019Q3,,S08000024,,S116H,, ,z,All Acute,d,63025,,57037,,685.054347826087,,619.9673913043479,,90.49900833002776,
2019Q3,,S08000024,,S308H,, ,z,All Acute,d,27175,,23302,,295.3804347826087,,253.2826086956522,,85.7479300827967,
2019Q3,,S08000024,,S314H,, ,z,All Acute,d,77708,,68208,,844.6521739130435,,741.3913043478261,,87.7747464868482,
2019Q3,,S08000024,,S08000024,d, ,z,All Acute,d,189867,,164516,,2063.771739130435,,1788.2173913043478,,86.64802203647815,
2019Q4,,S08000024,,S116H,, ,z,All Acute,d,63317,,56907,,688.2282608695652,,618.554347826087,,89.8763365288943,
2019Q4,,S08000024,,S308H,, ,z,All Acute,d,27842,,24346,,302.6304347826087,,264.6304347826087,,87.4434307880181,
2019Q4,,S08000024,,S314H,, ,z,All Acute,d,77488,,70891,,842.2608695652174,,770.554347826087,,91.48642370431553,
2019Q4,,S08000024,,S08000024,d, ,z,All Acute,d,192405,,170142,,2091.358695652174,,1849.3695652173913,,88.42909487799173,
2020Q1,,S08000024,,S116H,, ,z,All Acute,d,63794,,55228,,701.032967032967,,606.9010989010989,,86.57240492836317,
2020Q1,,S08000024,,S308H,, ,z,All Acute,d,27217,,22802,,299.0879120879121,,250.57142857142856,,83.77852077745527,
2020Q1,,S08000024,,S314H,, ,z,All Acute,d,76013,,68028,,835.3076923076923,,747.5604395604396,,89.49521792324998,
2020Q1,,S08000024,,S08000024,d, ,z,All Acute,d,192509,,164543,,2115.4835164835163,,1808.1648351648353,,85.47288698190735,
2020Q2,,S08000024,,S116H,, ,z,All Acute,d,62641,,34603,,688.3626373626373,,380.25274725274727,,55.240178158075395,
2020Q2,,S08000024,,S308H,, ,z,All Acute,d,26712,,13864,,293.53846153846155,,152.35164835164835,,51.901766996106616,
2020Q2,,S08000024,,S314H,, ,z,All Acute,d,75820,,48391,,833.1868131868132,,531.7692307692307,,63.8235294117647,
2020Q2,,S08000024,,S08000024,d, ,z,All Acute,d,189669,,112810,,2084.274725274726,,1239.6703296703297,,59.477299927768904,
2020Q3,,S08000024,,S116H,, ,z,All Acute,d,59098,,40130,,642.3695652173913,,436.19565217391306,,67.90415919320452,
2020Q3,,S08000024,,S308H,, ,z,All Acute,d,27143,,18527,,295.0326086956522,,201.3804347826087,,68.25700917363592,
2020Q3,,S08000024,,S314H,, ,z,All Acute,d,83957,,65722,,912.5760869565216,,714.3695652173913,,78.28054837595435,
2020Q3,,S08000024,,S08000024,d, ,z,All Acute,d,195890,,142667,,2129.2391304347825,,1550.7282608695652,,72.83015978355199,
2020Q4,,S08000024,,S116H,, ,z,All Acute,d,57761,,44023,,627.8369565217391,,478.5108695652174,,76.21578573778154,
2020Q4,,S08000024,,S308H,, ,z,All Acute,d,27430,,20350,,298.1521739130435,,221.19565217391303,,74.18884433102441,
2020Q4,,S08000024,,S314H,, ,z,All Acute,d,84416,,70376,,917.5652173913044,,764.9565217391304,,83.36808188021227,
2020Q4,,S08000024,,S08000024,d, ,z,All Acute,d,198027,,155185,,2152.467391304348,,1686.7934782608695,,78.36557641129744,
2021Q1,,S08000024,,S116H,, ,z,All Acute,d,56096,,43552,,623.2888888888889,,483.9111111111111,,77.63833428408442,
2021Q1,,S08000024,,S308H,, ,z,All Acute,d,27689,,20744,,307.65555555555557,,230.48888888888888,,74.9178374083571,
2021Q1,,S08000024,,S314H,, ,z,All Acute,d,83147,,70073,,923.8555555555556,,778.5888888888888,,84.27604122818622,
2021Q1,,S08000024,,S08000024,d, ,z,All Acute,d,196520,,155018,,2183.5555555555557,,1722.4222222222222,,78.88153877467941,
2021Q2,p,S08000024,,S116H,, ,z,All Acute,d,55874,,45661,,614,,501.7692307692308,,81.72137308945126,
2021Q2,p,S08000024,,S308H,, ,z,All Acute,d,26818,,19767,,294.7032967032967,,217.21978021978023,,73.70795734208369,
2021Q2,p,S08000024,,S314H,, ,z,All Acute,d,83580,,71774,,918.4615384615385,,788.7252747252747,,85.87461115099306,
2021Q2,p,S08000024,,S08000024,d, ,z,All Acute,d,198081,,160001,,2176.714285714286,,1758.2527472527472,,80.77554131895536,
2016Q2,,S08000024,,S116H,,Z9,d,All Specialties,d,62860,,60346,,690.7692307692307,,663.1428571428571,,96.00063633471208,
2016Q2,,S08000024,,S308H,,Z9,d,All Specialties,d,40457,,31483,,444.5824175824176,,345.967032967033,,77.81842450008651,
2016Q2,,S08000024,,S314H,,Z9,d,All Specialties,d,88728,,77811,,975.032967032967,,855.065934065934,,87.69610494995942,
2016Q2,,S08000024,,S08000024,d,Z9,d,All Specialties,d,307130,,269128,,3375.054945054945,,2957.4505494505493,,87.62673786344544,
2016Q3,,S08000024,,S116H,,Z9,d,All Specialties,d,63392,,60870,,689.0434782608696,,661.6304347826087,,96.0215800100959,
2016Q3,,S08000024,,S308H,,Z9,d,All Specialties,d,40774,,30991,,443.19565217391306,,336.85869565217394,,76.0067690194732,
2016Q3,,S08000024,,S314H,,Z9,d,All Specialties,d,89653,,77655,,974.4891304347826,,844.0760869565217,,86.61729111128463,
2016Q3,,S08000024,,S08000024,d,Z9,d,All Specialties,d,309967,,269090,,3369.2065217391305,,2924.891304347826,,86.81246713359809,
2016Q4,,S08000024,,S116H,,Z9,d,All Specialties,d,63601,,60270,,691.3152173913044,,655.1086956521739,,94.76266096445023,
2016Q4,,S08000024,,S308H,,Z9,d,All Specialties,d,40843,,31201,,443.94565217391306,,339.14130434782606,,76.39252748328967,
2016Q4,,S08000024,,S314H,,Z9,d,All Specialties,d,90508,,79066,,983.782608695652,,859.4130434782609,,87.35802360012374,
2016Q4,,S08000024,,S08000024,d,Z9,d,All Specialties,d,310225,,269574,,3372.0108695652175,,2930.1521739130435,,86.89628495446853,
2017Q1,,S08000024,,S116H,,Z9,d,All Specialties,d,63116,,60485,,701.2888888888889,,672.0555555555555,,95.83148488497368,
2017Q1,,S08000024,,S308H,,Z9,d,All Specialties,d,40064,,31788,,445.1555555555556,,353.2,,79.34305111821087,
2017Q1,,S08000024,,S314H,,Z9,d,All Specialties,d,88103,,77578,,978.9222222222222,,861.9777777777778,,88.0537552637254,
2017Q1,,S08000024,,S08000024,d,Z9,d,All Specialties,d,303148,,264967,,3368.311111111111,,2944.0777777777776,,87.40516183514322,
2017Q2,,S08000024,,S116H,,Z9,d,All Specialties,d,63940,,60614,,702.6373626373627,,666.0879120879121,,94.79824835783546,
2017Q2,,S08000024,,S308H,,Z9,d,All Specialties,d,40312,,30524,,442.989010989011,,335.42857142857144,,75.71938876761263,
2017Q2,,S08000024,,S314H,,Z9,d,All Specialties,d,89263,,77175,,980.912087912088,,848.0769230769231,,86.4579949139061,
2017Q2,,S08000024,,S08000024,d,Z9,d,All Specialties,d,300959,,261574,,3307.2417582417584,,2874.4395604395604,,86.9134998454939,
2017Q3,,S08000024,,S116H,,Z9,d,All Specialties,d,63536,,59730,,690.6086956521739,,649.2391304347826,,94.00969529085872,
2017Q3,,S08000024,,S308H,,Z9,d,All Specialties,d,41136,,31037,,447.1304347826087,,337.35869565217394,,75.44972773239985,
2017Q3,,S08000024,,S314H,,Z9,d,All Specialties,d,90370,,77863,,982.282608695652,,846.3369565217391,,86.16023016487773,
2017Q3,,S08000024,,S08000024,d,Z9,d,All Specialties,d,301861,,258054,,3281.0978260869565,,2804.9347826086955,,85.4876913546301,
2017Q4,,S08000024,,S116H,,Z9,d,All Specialties,d,63587,,59563,,691.1630434782609,,647.4239130434783,,93.67166244672651,
2017Q4,,S08000024,,S308H,,Z9,d,All Specialties,d,41444,,31602,,450.4782608695652,,343.5,,76.25229224978285,
2017Q4,,S08000024,,S314H,,Z9,d,All Specialties,d,90649,,79959,,985.3152173913044,,869.1195652173913,,88.20726097364559,
2017Q4,,S08000024,,S08000024,d,Z9,d,All Specialties,d,301660,,261474,,3278.913043478261,,2842.108695652174,,86.67837963269906,
2018Q1,,S08000024,,S116H,,Z9,d,All Specialties,d,64321,,61972,,714.6777777777778,,688.5777777777778,,96.3480045397304,
2018Q1,,S08000024,,S308H,,Z9,d,All Specialties,d,40861,,31609,,454.0111111111111,,351.2111111111111,,77.35738234502337,
2018Q1,,S08000024,,S314H,,Z9,d,All Specialties,d,89048,,79926,,989.4222222222222,,888.0666666666667,,89.7560866049771,
2018Q1,,S08000024,,S08000024,d,Z9,d,All Specialties,d,297268,,262029,,3302.9777777777776,,2911.4333333333334,,88.1457136321434,
2018Q2,,S08000024,,S116H,,Z9,d,All Specialties,d,64307,,61492,,706.6703296703297,,675.7362637362637,,95.62256052995784,
2018Q2,,S08000024,,S308H,,Z9,d,All Specialties,d,41068,,31429,,451.2967032967033,,345.3736263736264,,76.52917113080746,
2018Q2,,S08000024,,S314H,,Z9,d,All Specialties,d,90262,,79916,,991.89010989011,,878.1978021978022,,88.53781214686136,
2018Q2,,S08000024,,S08000024,d,Z9,d,All Specialties,d,296911,,258910,,3262.7582417582416,,2845.164835164835,,87.20121517895934,
2018Q3,,S08000024,,S116H,,Z9,d,All Specialties,d,63030,,59927,,685.1086956521739,,651.3804347826087,,95.07694748532444,
2018Q3,,S08000024,,S308H,,Z9,d,All Specialties,d,41382,,30191,,449.80434782608694,,328.1630434782609,,72.95684113865933,
2018Q3,,S08000024,,S314H,,Z9,d,All Specialties,d,91136,,79079,,990.608695652174,,859.554347826087,,86.7703212780899,
2018Q3,,S08000024,,S08000024,d,Z9,d,All Specialties,d,298963,,256069,,3249.5978260869565,,2783.358695652174,,85.65240514712524,
2018Q4,,S08000024,,S116H,,Z9,d,All Specialties,d,64005,,58743,,695.7065217391304,,638.5108695652174,,91.77876728380596,
2018Q4,,S08000024,,S308H,,Z9,d,All Specialties,d,41496,,31443,,451.0434782608696,,341.7717391304348,,75.77356853672644,
2018Q4,,S08000024,,S314H,,Z9,d,All Specialties,d,91079,,79328,,989.9891304347826,,862.2608695652174,,87.09801381218503,
2018Q4,,S08000024,,S08000024,d,Z9,d,All Specialties,d,300586,,258030,,3267.2391304347825,,2804.6739130434785,,85.84232133233085,
2019Q1,,S08000024,,S116H,,Z9,d,All Specialties,d,61970,,58833,,688.5555555555555,,653.7,,94.93787316443442,
2019Q1,,S08000024,,S308H,,Z9,d,All Specialties,d,41021,,31210,,455.7888888888889,,346.77777777777777,,76.08298188732601,
2019Q1,,S08000024,,S314H,,Z9,d,All Specialties,d,89567,,79237,,995.1888888888888,,880.4111111111112,,88.46673439994642,
2019Q1,,S08000024,,S08000024,d,Z9,d,All Specialties,d,295953,,255869,,3288.366666666667,,2842.988888888889,,86.4559575337976,
2019Q2,,S08000024,,S116H,,Z9,d,All Specialties,d,62426,,57730,,686,,634.3956043956044,,92.47749335212892,
2019Q2,,S08000024,,S308H,,Z9,d,All Specialties,d,40977,,29715,,450.2967032967033,,326.53846153846155,,72.5162896258877,
2019Q2,,S08000024,,S314H,,Z9,d,All Specialties,d,91457,,77316,,1005.021978021978,,849.6263736263736,,84.53808893797084,
2019Q2,,S08000024,,S08000024,d,Z9,d,All Specialties,d,296981,,248201,,3263.5274725274726,,2727.4835164835163,,83.57470679942487,
2019Q3,,S08000024,,S116H,,Z9,d,All Specialties,d,63025,,57037,,685.054347826087,,619.9673913043479,,90.49900833002776,
2019Q3,,S08000024,,S308H,,Z9,d,All Specialties,d,41629,,31853,,452.4891304347826,,346.2282608695652,,76.51637079920248,
2019Q3,,S08000024,,S314H,,Z9,d,All Specialties,d,92728,,77380,,1007.9130434782608,,841.0869565217391,,83.44836511086187,
2019Q3,,S08000024,,S08000024,d,Z9,d,All Specialties,d,299400,,249574,,3254.3478260869565,,2712.7608695652175,,83.35804943219773,
2019Q4,,S08000024,,S116H,,Z9,d,All Specialties,d,63317,,56907,,688.2282608695652,,618.554347826087,,89.8763365288943,
