_id,Month,Country,HBT,TreatmentLocation,DepartmentType,NumberOfAttendancesAggregate,NumberOfAttendancesEpisode,NumberOfAttendancesEpisodeQF,NumberMeetingTargetAggregate,NumberMeetingTargetEpisode,NumberMeetingTargetEpisodeQF,DischargeDestinationAdmissionToSame,DischargeDestinationAdmissionToSameQF,DischargeDestinationOtherSpecialty,DischargeDestinationOtherSpecialtyQF,DischargeDestinationResidence,DischargeDestinationResidenceQF,DischargeDestinationTransfer,DischargeDestinationTransferQF,DischargeDestinationUnknown,DischargeDestinationUnknownQF,AttendanceGreater8hrs,AttendanceGreater8hrsQF,AttendanceGreater12hrs,AttendanceGreater12hrsQF
12274,201806,S92000003,S08000032,L206H,Minor Injury Unit or Other,89,,z,89,,z,,z,,z,,z,,z,,z,,z,,z
12275,201806,S92000003,S08000032,L207H,Minor Injury Unit or Other,73,,z,73,,z,,z,,z,,z,,z,,z,,z,,z
12276,201806,S92000003,S08000032,L302H,Emergency Department,5533,5533,"",4706,4706,"",1540,"",4,"",3898,"",68,"",23,"",122,"",39,""
12277,201806,S92000003,S08000032,L308H,Emergency Department,6233,6233,"",5644,5644,"",1599,"",4,"",4455,"",78,"",97,"",44,"",1,""
12278,201806,S92000003,S08000024,S108H,Minor Injury Unit or Other,195,,z,195,,z,,z,,z,,z,,z,,z,,z,,z
12279,201806,S92000003,S08000024,S116H,Minor Injury Unit or Other,3991,3991,"",3577,3577,"",1026,"",0,"",2929,"",36,"",0,"",42,"",11,""
12280,201806,S92000003,S08000024,S308H,Emergency Department,4976,4976,"",4524,4524,"",916,"",5,"",3967,"",88,"",0,"",46,"",5,""
12281,201806,S92000003,S08000024,S314H,Emergency Department,9843,9843,"",7544,7544,"",2714,"",19,"",6960,"",150,"",0,"",254,"",44,""
12282,201806,S92000003,S08000024,S319H,Emergency Department,4205,4205,"",4041,4041,"",531,"",0,"",3672,"",2,"",0,"",3,"",0,""
12283,201806,S92000003,S08000025,R103H,Emergency Department,648,648,"",633,633,"",137,"",1,"",500,"",4,"",6,"",0,"",0,""
12284,201806,S92000003,S08000026,Z102H,Emergency Department,689,689,"",661,661,"",148,"",0,"",531,"",3,"",7,"",0,"",0,""
12285,201806,S92000003,S08000030,T101H,Emergency Department,4385,4385,"",4247,4247,"",1251,"",7,"",2835,"",220,"",72,"",0,"",0,""
12286,201806,S92000003,S08000030,T202H,Emergency Department,2243,2243,"",2199,2199,"",354,"",3,"",1582,"",284,"",20,"",0,"",0,""
12287,201806,S92000003,S08000030,T205H,Minor Injury Unit or Other,50,50,"",50,50,"",0,"",0,"",45,"",4,"",1,"",0,"",0,""
12288,201806,S92000003,S08000030,T209H,Minor Injury Unit or Other,349,349,"",349,349,"",0,"",0,"",327,"",19,"",3,"",0,"",0,""
12289,201806,S92000003,S08000030,T304H,Minor Injury Unit or Other,1270,1270,"",1270,1270,"",0,"",2,"",1148,"",117,"",3,"",0,"",0,""
12290,201806,S92000003,S08000030,T305H,Minor Injury Unit or Other,114,114,"",114,114,"",0,"",0,"",111,"",2,"",1,"",0,"",0,""
12291,201806,S92000003,S08000030,T316H,Minor Injury Unit or Other,115,115,"",115,115,"",0,"",0,"",106,"",8,"",1,"",0,"",0,""
12292,201806,S92000003,S08000030,T319H,Minor Injury Unit or Other,589,589,"",589,589,"",0,"",0,"",568,"",21,"",0,"",0,"",0,""
12293,201806,S92000003,S08000030,T320H,Minor Injury Unit or Other,267,267,"",267,267,"",0,"",0,"",260,"",6,"",1,"",0,"",0,""
12294,201806,S92000003,S08000030,T357C,Minor Injury Unit or Other,257,257,"",257,257,"",0,"",0,"",236,"",21,"",0,"",0,"",0,""
12295,201806,S92000003,S08000028,W106H,Minor Injury Unit or Other,62,,z,62,,z,,z,,z,,z,,z,,z,,z,,z
12296,201806,S92000003,S08000028,W107H,Emergency Department,634,634,"",622,622,"",157,"",1,"",443,"",19,"",14,"",0,"",0,""
12297,201806,S92000003,S08000028,W108H,Minor Injury Unit or Other,171,171,"",171,171,"",15,"",0,"",153,"",2,"",1,"",0,"",0,""
12298,201807,S92000003,S08000015,A101H,Minor Injury Unit or Other,346,,z,341,,z,,z,,z,,z,,z,,z,,z,,z
12299,201807,S92000003,S08000015,A110H,Minor Injury Unit or Other,82,,z,81,,z,,z,,z,,z,,z,,z,,z,,z
12300,201807,S92000003,S08000015,A111H,Emergency Department,6046,6046,"",5895,5895,"",1789,"",9,"",4010,"",45,"",193,"",14,"",2,""
12301,201807,S92000003,S08000015,A210H,Emergency Department,3479,3479,"",3229,3229,"",881,"",1,"",2493,"",65,"",39,"",67,"",21,""
12302,201807,S92000003,S08000015,A216H,Minor Injury Unit or Other,110,,z,110,,z,,z,,z,,z,,z,,z,,z,,z
12303,201807,S92000003,S08000016,B103H,Minor Injury Unit or Other,12,,z,12,,z,,z,,z,,z,,z,,z,,z,,z
12304,201807,S92000003,S08000016,B105H,Minor Injury Unit or Other,87,,z,87,,z,,z,,z,,z,,z,,z,,z,,z
12305,201807,S92000003,S08000016,B114H,Minor Injury Unit or Other,12,,z,12,,z,,z,,z,,z,,z,,z,,z,,z
12306,201807,S92000003,S08000016,B118H,Minor Injury Unit or Other,50,,z,50,,z,,z,,z,,z,,z,,z,,z,,z
12307,201807,S92000003,S08000016,B120H,Emergency Department,2809,2809,"",2550,2550,"",896,"",7,"",1668,"",224,"",14,"",14,"",4,""
12308,201807,S92000003,S08000017,Y101H,Minor Injury Unit or Other,28,,z,28,,z,,z,,z,,z,,z,,z,,z,,z
12309,201807,S92000003,S08000017,Y106H,Minor Injury Unit or Other,52,,z,52,,z,,z,,z,,z,,z,,z,,z,,z
12310,201807,S92000003,S08000017,Y109H,Minor Injury Unit or Other,2,,z,2,,z,,z,,z,,z,,z,,z,,z,,z
12311,201807,S92000003,S08000017,Y110H,Minor Injury Unit or Other,18,18,"",18,18,"",0,"",0,"",16,"",1,"",1,"",0,"",0,""
12312,201807,S92000003,S08000017,Y144H,Emergency Department,1191,1191,"",1131,1131,"",69,"",0,"",1031,"",62,"",29,"",5,"",0,""
12313,201807,S92000003,S08000017,Y146H,Emergency Department,2958,2958,"",2738,2738,"",785,"",9,"",2036,"",89,"",39,"",14,"",0,""
12314,201807,S92000003,S08000029,F704H,Emergency Department,5889,5889,"",5573,5573,"",1682,"",13,"",4006,"",122,"",66,"",5,"",1,""
12315,201807,S92000003,S08000029,F708H,Minor Injury Unit or Other,200,200,"",200,200,"",0,"",0,"",191,"",7,"",2,"",0,"",0,""
12316,201807,S92000003,S08000029,F709H,Minor Injury Unit or Other,333,333,"",333,333,"",0,"",0,"",320,"",13,"",0,"",0,"",0,""
12317,201807,S92000003,S08000029,F805H,Minor Injury Unit or Other,1810,1810,"",1807,1807,"",12,"",0,"",1652,"",129,"",17,"",0,"",0,""
12318,201807,S92000003,S08000019,V201H,Minor Injury Unit or Other,1720,1720,"",1718,1718,"",0,"",0,"",1297,"",166,"",257,"",0,"",0,""
12319,201807,S92000003,S08000019,V217H,Emergency Department,5719,5719,"",4955,4955,"",1488,"",2,"",3317,"",76,"",836,"",23,"",0,""
12320,201807,S92000003,S08000020,N101H,Emergency Department,5221,5221,"",4768,4768,"",1356,"",11,"",3240,"",24,"",590,"",5,"",0,""
12321,201807,S92000003,S08000020,N121H,Emergency Department,1287,1287,"",1282,1282,"",143,"",0,"",1088,"",0,"",56,"",0,"",0,""
12322,201807,S92000003,S08000020,N151H,Minor Injury Unit or Other,129,,z,129,,z,,z,,z,,z,,z,,z,,z,,z
12323,201807,S92000003,S08000020,N331H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
12324,201807,S92000003,S08000020,N332H,Minor Injury Unit or Other,45,,z,45,,z,,z,,z,,z,,z,,z,,z,,z
12325,201807,S92000003,S08000020,N333H,Minor Injury Unit or Other,1347,,z,1347,,z,,z,,z,,z,,z,,z,,z,,z
12326,201807,S92000003,S08000020,N334H,Minor Injury Unit or Other,698,,z,695,,z,,z,,z,,z,,z,,z,,z,,z
12327,201807,S92000003,S08000020,N335H,Minor Injury Unit or Other,292,,z,292,,z,,z,,z,,z,,z,,z,,z,,z
12328,201807,S92000003,S08000020,N336H,Minor Injury Unit or Other,168,,z,168,,z,,z,,z,,z,,z,,z,,z,,z
12329,201807,S92000003,S08000020,N337H,Minor Injury Unit or Other,346,,z,344,,z,,z,,z,,z,,z,,z,,z,,z
12330,201807,S92000003,S08000020,N411H,Emergency Department,2300,2300,"",2249,2249,"",389,"",2,"",1881,"",16,"",12,"",0,"",0,""
12331,201807,S92000003,S08000020,N431H,Minor Injury Unit or Other,68,,z,68,,z,,z,,z,,z,,z,,z,,z,,z
12332,201807,S92000003,S08000020,N432H,Minor Injury Unit or Other,11,,z,11,,z,,z,,z,,z,,z,,z,,z,,z
12333,201807,S92000003,S08000020,N433H,Minor Injury Unit or Other,103,,z,103,,z,,z,,z,,z,,z,,z,,z,,z
12334,201807,S92000003,S08000020,N451H,Minor Injury Unit or Other,20,,z,20,,z,,z,,z,,z,,z,,z,,z,,z
12335,201807,S92000003,S08000020,N494H,Minor Injury Unit or Other,141,,z,141,,z,,z,,z,,z,,z,,z,,z,,z
12336,201807,S92000003,S08000020,N683C,Minor Injury Unit or Other,39,,z,39,,z,,z,,z,,z,,z,,z,,z,,z
12337,201807,S92000003,S08000031,C206H,Minor Injury Unit or Other,1653,1653,"",1621,1621,"",211,"",0,"",1350,"",85,"",7,"",2,"",0,""
12338,201807,S92000003,S08000031,C313H,Emergency Department,2914,2914,"",2677,2677,"",673,"",3,"",2018,"",43,"",177,"",6,"",0,""
12339,201807,S92000003,S08000031,C418H,Emergency Department,5657,5657,"",5127,5127,"",1717,"",15,"",3715,"",80,"",130,"",40,"",1,""
12340,201807,S92000003,S08000031,G107H,Emergency Department,8437,8437,"",7868,7868,"",2442,"",17,"",5416,"",126,"",436,"",4,"",0,""
12341,201807,S92000003,S08000031,G207H,Minor Injury Unit or Other,2029,2029,"",2013,2013,"",0,"",0,"",1832,"",139,"",58,"",0,"",0,""
12342,201807,S92000003,S08000031,G306H,Minor Injury Unit or Other,3130,3130,"",3128,3128,"",0,"",0,"",2742,"",346,"",42,"",0,"",0,""
12343,201807,S92000003,S08000031,G405H,Emergency Department,9231,9231,"",8261,8261,"",2788,"",13,"",6145,"",60,"",225,"",19,"",1,""
12344,201807,S92000003,S08000031,G513H,Emergency Department,4576,4576,"",4532,4532,"",816,"",2,"",3748,"",6,"",4,"",0,"",0,""
12345,201807,S92000003,S08000022,C106H,Minor Injury Unit or Other,801,,z,797,,z,,z,,z,,z,,z,,z,,z,,z
12346,201807,S92000003,S08000022,C108H,Minor Injury Unit or Other,160,,z,159,,z,,z,,z,,z,,z,,z,,z,,z
12347,201807,S92000003,S08000022,C113H,Minor Injury Unit or Other,399,,z,396,,z,,z,,z,,z,,z,,z,,z,,z
12348,201807,S92000003,S08000022,C121H,Emergency Department,752,752,"",733,733,"",169,"",1,"",562,"",20,"",0,"",1,"",0,""
12349,201807,S92000003,S08000022,C122H,Minor Injury Unit or Other,546,,z,544,,z,,z,,z,,z,,z,,z,,z,,z
12350,201807,S92000003,S08000022,H101H,Minor Injury Unit or Other,154,,z,154,,z,,z,,z,,z,,z,,z,,z,,z
12351,201807,S92000003,S08000022,H103H,Emergency Department,775,775,"",746,746,"",184,"",1,"",585,"",5,"",0,"",2,"",0,""
12352,201807,S92000003,S08000022,H106H,Minor Injury Unit or Other,60,,z,60,,z,,z,,z,,z,,z,,z,,z,,z
12353,201807,S92000003,S08000022,H202H,Emergency Department,3197,3197,"",3043,3043,"",643,"",6,"",2536,"",12,"",0,"",2,"",0,""
12354,201807,S92000003,S08000022,H208H,Minor Injury Unit or Other,416,,z,416,,z,,z,,z,,z,,z,,z,,z,,z
12355,201807,S92000003,S08000022,H210H,Minor Injury Unit or Other,59,,z,59,,z,,z,,z,,z,,z,,z,,z,,z
12356,201807,S92000003,S08000022,H212H,Emergency Department,1042,1042,"",1009,1009,"",161,"",1,"",877,"",3,"",0,"",2,"",0,""
12357,201807,S92000003,S08000022,H214H,Minor Injury Unit or Other,485,,z,485,,z,,z,,z,,z,,z,,z,,z,,z
12358,201807,S92000003,S08000022,H215H,Minor Injury Unit or Other,258,,z,258,,z,,z,,z,,z,,z,,z,,z,,z
12359,201807,S92000003,S08000022,H217H,Minor Injury Unit or Other,86,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
12360,201807,S92000003,S08000022,H219H,Minor Injury Unit or Other,151,,z,151,,z,,z,,z,,z,,z,,z,,z,,z
12361,201807,S92000003,S08000022,H224H,Minor Injury Unit or Other,399,,z,396,,z,,z,,z,,z,,z,,z,,z,,z
12362,201807,S92000003,S08000022,H227B,Minor Injury Unit or Other,185,,z,185,,z,,z,,z,,z,,z,,z,,z,,z
12363,201807,S92000003,S08000022,H227H,Minor Injury Unit or Other,111,,z,108,,z,,z,,z,,z,,z,,z,,z,,z
12364,201807,S92000003,S08000032,L106H,Emergency Department,5934,5934,"",5623,5623,"",1782,"",5,"",4015,"",95,"",37,"",18,"",2,""
12365,201807,S92000003,S08000032,L206H,Minor Injury Unit or Other,79,,z,79,,z,,z,,z,,z,,z,,z,,z,,z
12366,201807,S92000003,S08000032,L207H,Minor Injury Unit or Other,72,,z,72,,z,,z,,z,,z,,z,,z,,z,,z
12367,201807,S92000003,S08000032,L302H,Emergency Department,5416,5416,"",4768,4768,"",1638,"",4,"",3679,"",67,"",28,"",84,"",22,""
12368,201807,S92000003,S08000032,L308H,Emergency Department,6230,6230,"",5734,5734,"",1637,"",6,"",4486,"",57,"",44,"",31,"",1,""
12369,201807,S92000003,S08000024,S108H,Minor Injury Unit or Other,241,,z,241,,z,,z,,z,,z,,z,,z,,z,,z
12370,201807,S92000003,S08000024,S116H,Minor Injury Unit or Other,4125,4125,"",3703,3703,"",1066,"",0,"",3011,"",48,"",0,"",58,"",19,""
12371,201807,S92000003,S08000024,S308H,Emergency Department,4861,4861,"",4403,4403,"",959,"",5,"",3830,"",67,"",0,"",37,"",7,""
12372,201807,S92000003,S08000024,S314H,Emergency Department,10354,10354,"",8006,8006,"",2737,"",19,"",7451,"",147,"",0,"",148,"",26,""
12373,201807,S92000003,S08000024,S319H,Emergency Department,3380,3380,"",3304,3304,"",405,"",0,"",2975,"",0,"",0,"",0,"",0,""
12374,201807,S92000003,S08000025,R103H,Emergency Department,590,590,"",575,575,"",137,"",0,"",448,"",4,"",1,"",0,"",0,""
12375,201807,S92000003,S08000026,Z102H,Emergency Department,632,632,"",599,599,"",158,"",0,"",467,"",2,"",5,"",2,"",0,""
12376,201807,S92000003,S08000030,T101H,Emergency Department,4375,4375,"",4265,4265,"",1282,"",6,"",2777,"",244,"",66,"",0,"",0,""
12377,201807,S92000003,S08000030,T202H,Emergency Department,2298,2298,"",2243,2243,"",374,"",2,"",1563,"",339,"",20,"",0,"",0,""
12378,201807,S92000003,S08000030,T205H,Minor Injury Unit or Other,44,44,"",44,44,"",0,"",0,"",38,"",5,"",1,"",0,"",0,""
12379,201807,S92000003,S08000030,T209H,Minor Injury Unit or Other,385,385,"",385,385,"",1,"",0,"",370,"",9,"",5,"",0,"",0,""
12380,201807,S92000003,S08000030,T304H,Minor Injury Unit or Other,1420,1420,"",1419,1419,"",0,"",1,"",1295,"",117,"",7,"",0,"",0,""
12381,201807,S92000003,S08000030,T305H,Minor Injury Unit or Other,139,139,"",139,139,"",0,"",1,"",131,"",7,"",0,"",0,"",0,""
12382,201807,S92000003,S08000030,T316H,Minor Injury Unit or Other,141,141,"",141,141,"",0,"",0,"",128,"",5,"",8,"",0,"",0,""
12383,201807,S92000003,S08000030,T319H,Minor Injury Unit or Other,650,650,"",650,650,"",0,"",0,"",611,"",38,"",1,"",0,"",0,""
12384,201807,S92000003,S08000030,T320H,Minor Injury Unit or Other,267,267,"",267,267,"",0,"",0,"",253,"",14,"",0,"",0,"",0,""
12385,201807,S92000003,S08000030,T357C,Minor Injury Unit or Other,219,219,"",219,219,"",0,"",0,"",206,"",12,"",1,"",0,"",0,""
12386,201807,S92000003,S08000028,W106H,Minor Injury Unit or Other,85,,z,85,,z,,z,,z,,z,,z,,z,,z,,z
12387,201807,S92000003,S08000028,W107H,Emergency Department,655,655,"",647,647,"",185,"",0,"",443,"",7,"",20,"",0,"",0,""
12388,201807,S92000003,S08000028,W108H,Minor Injury Unit or Other,205,205,"",204,204,"",15,"",0,"",187,"",2,"",1,"",0,"",0,""
12389,201808,S92000003,S08000015,A101H,Minor Injury Unit or Other,300,,z,297,,z,,z,,z,,z,,z,,z,,z,,z
12390,201808,S92000003,S08000015,A110H,Minor Injury Unit or Other,84,,z,81,,z,,z,,z,,z,,z,,z,,z,,z
12391,201808,S92000003,S08000015,A111H,Emergency Department,5885,5885,"",5591,5591,"",1919,"",3,"",3631,"",63,"",269,"",68,"",10,""
12392,201808,S92000003,S08000015,A210H,Emergency Department,3383,3383,"",3151,3151,"",890,"",3,"",2381,"",78,"",31,"",45,"",6,""
12393,201808,S92000003,S08000015,A216H,Minor Injury Unit or Other,96,,z,96,,z,,z,,z,,z,,z,,z,,z,,z
12394,201808,S92000003,S08000016,B103H,Minor Injury Unit or Other,7,,z,7,,z,,z,,z,,z,,z,,z,,z,,z
12395,201808,S92000003,S08000016,B105H,Minor Injury Unit or Other,101,,z,101,,z,,z,,z,,z,,z,,z,,z,,z
12396,201808,S92000003,S08000016,B114H,Minor Injury Unit or Other,11,,z,11,,z,,z,,z,,z,,z,,z,,z,,z
12397,201808,S92000003,S08000016,B118H,Minor Injury Unit or Other,48,,z,48,,z,,z,,z,,z,,z,,z,,z,,z
12398,201808,S92000003,S08000016,B120H,Emergency Department,2742,2742,"",2580,2580,"",845,"",5,"",1687,"",193,"",12,"",8,"",1,""
12399,201808,S92000003,S08000017,Y101H,Minor Injury Unit or Other,26,,z,26,,z,,z,,z,,z,,z,,z,,z,,z
12400,201808,S92000003,S08000017,Y106H,Minor Injury Unit or Other,48,,z,48,,z,,z,,z,,z,,z,,z,,z,,z
12401,201808,S92000003,S08000017,Y109H,Minor Injury Unit or Other,4,,z,4,,z,,z,,z,,z,,z,,z,,z,,z
12402,201808,S92000003,S08000017,Y110H,Minor Injury Unit or Other,25,25,"",25,25,"",0,"",0,"",21,"",4,"",0,"",0,"",0,""
12403,201808,S92000003,S08000017,Y144H,Emergency Department,1205,1205,"",1129,1129,"",77,"",1,"",1006,"",79,"",42,"",8,"",0,""
12404,201808,S92000003,S08000017,Y146H,Emergency Department,2973,2973,"",2776,2776,"",813,"",4,"",2034,"",86,"",36,"",9,"",1,""
12405,201808,S92000003,S08000029,F704H,Emergency Department,5607,5607,"",5390,5390,"",1626,"",4,"",3817,"",108,"",52,"",13,"",0,""
12406,201808,S92000003,S08000029,F708H,Minor Injury Unit or Other,193,193,"",193,193,"",0,"",0,"",186,"",6,"",1,"",0,"",0,""
12407,201808,S92000003,S08000029,F709H,Minor Injury Unit or Other,321,321,"",321,321,"",0,"",0,"",314,"",7,"",0,"",0,"",0,""
12408,201808,S92000003,S08000029,F805H,Minor Injury Unit or Other,1835,1835,"",1834,1834,"",14,"",0,"",1645,"",155,"",21,"",0,"",0,""
12409,201808,S92000003,S08000019,V201H,Minor Injury Unit or Other,1749,1749,"",1748,1748,"",3,"",0,"",1335,"",114,"",297,"",0,"",0,""
12410,201808,S92000003,S08000019,V217H,Emergency Department,5489,5489,"",4369,4369,"",1477,"",11,"",3073,"",79,"",849,"",44,"",9,""
12411,201808,S92000003,S08000020,N101H,Emergency Department,5247,5247,"",4781,4781,"",1392,"",11,"",3396,"",31,"",417,"",13,"",0,""
12412,201808,S92000003,S08000020,N121H,Emergency Department,1323,1323,"",1314,1314,"",130,"",1,"",1151,"",0,"",41,"",0,"",0,""
12413,201808,S92000003,S08000020,N151H,Minor Injury Unit or Other,135,,z,135,,z,,z,,z,,z,,z,,z,,z,,z
12414,201808,S92000003,S08000020,N331H,Minor Injury Unit or Other,12,,z,12,,z,,z,,z,,z,,z,,z,,z,,z
12415,201808,S92000003,S08000020,N332H,Minor Injury Unit or Other,33,,z,33,,z,,z,,z,,z,,z,,z,,z,,z
12416,201808,S92000003,S08000020,N333H,Minor Injury Unit or Other,1291,,z,1289,,z,,z,,z,,z,,z,,z,,z,,z
12417,201808,S92000003,S08000020,N334H,Minor Injury Unit or Other,700,,z,698,,z,,z,,z,,z,,z,,z,,z,,z
12418,201808,S92000003,S08000020,N335H,Minor Injury Unit or Other,251,,z,250,,z,,z,,z,,z,,z,,z,,z,,z
12419,201808,S92000003,S08000020,N336H,Minor Injury Unit or Other,169,,z,169,,z,,z,,z,,z,,z,,z,,z,,z
12420,201808,S92000003,S08000020,N337H,Minor Injury Unit or Other,349,,z,343,,z,,z,,z,,z,,z,,z,,z,,z
12421,201808,S92000003,S08000020,N411H,Emergency Department,2183,2183,"",2083,2083,"",392,"",3,"",1755,"",21,"",12,"",3,"",0,""
12422,201808,S92000003,S08000020,N431H,Minor Injury Unit or Other,59,,z,59,,z,,z,,z,,z,,z,,z,,z,,z
12423,201808,S92000003,S08000020,N432H,Minor Injury Unit or Other,22,,z,22,,z,,z,,z,,z,,z,,z,,z,,z
12424,201808,S92000003,S08000020,N433H,Minor Injury Unit or Other,110,,z,110,,z,,z,,z,,z,,z,,z,,z,,z
12425,201808,S92000003,S08000020,N451H,Minor Injury Unit or Other,13,,z,13,,z,,z,,z,,z,,z,,z,,z,,z
12426,201808,S92000003,S08000020,N494H,Minor Injury Unit or Other,115,,z,115,,z,,z,,z,,z,,z,,z,,z,,z
12427,201808,S92000003,S08000020,N683C,Minor Injury Unit or Other,31,,z,31,,z,,z,,z,,z,,z,,z,,z,,z
12428,201808,S92000003,S08000031,C206H,Minor Injury Unit or Other,1629,1629,"",1590,1590,"",225,"",1,"",1299,"",89,"",15,"",2,"",0,""
12429,201808,S92000003,S08000031,C313H,Emergency Department,2716,2716,"",2562,2562,"",631,"",3,"",1902,"",44,"",136,"",2,"",0,""
12430,201808,S92000003,S08000031,C418H,Emergency Department,5656,5656,"",5037,5037,"",1786,"",5,"",3639,"",94,"",132,"",84,"",4,""
12431,201808,S92000003,S08000031,G107H,Emergency Department,8201,8201,"",7245,7245,"",2466,"",20,"",5190,"",93,"",432,"",13,"",0,""
12432,201808,S92000003,S08000031,G207H,Minor Injury Unit or Other,1882,1882,"",1880,1880,"",1,"",0,"",1706,"",136,"",39,"",0,"",0,""
12433,201808,S92000003,S08000031,G306H,Minor Injury Unit or Other,3121,3121,"",3121,3121,"",0,"",0,"",2745,"",324,"",52,"",0,"",0,""
12434,201808,S92000003,S08000031,G405H,Emergency Department,8856,8856,"",7572,7572,"",2788,"",21,"",5684,"",70,"",293,"",46,"",0,""
12435,201808,S92000003,S08000031,G513H,Emergency Department,4924,4924,"",4858,4858,"",1053,"",1,"",3852,"",2,"",16,"",4,"",0,""
12436,201808,S92000003,S08000022,C106H,Minor Injury Unit or Other,814,,z,814,,z,,z,,z,,z,,z,,z,,z,,z
12437,201808,S92000003,S08000022,C108H,Minor Injury Unit or Other,138,,z,136,,z,,z,,z,,z,,z,,z,,z,,z
12438,201808,S92000003,S08000022,C113H,Minor Injury Unit or Other,367,,z,360,,z,,z,,z,,z,,z,,z,,z,,z
12439,201808,S92000003,S08000022,C121H,Emergency Department,769,769,"",748,748,"",193,"",2,"",557,"",17,"",0,"",0,"",0,""
12440,201808,S92000003,S08000022,C122H,Minor Injury Unit or Other,513,,z,512,,z,,z,,z,,z,,z,,z,,z,,z
12441,201808,S92000003,S08000022,H101H,Minor Injury Unit or Other,182,,z,182,,z,,z,,z,,z,,z,,z,,z,,z
12442,201808,S92000003,S08000022,H103H,Emergency Department,759,759,"",739,739,"",176,"",0,"",581,"",2,"",0,"",2,"",1,""
12443,201808,S92000003,S08000022,H106H,Minor Injury Unit or Other,64,,z,64,,z,,z,,z,,z,,z,,z,,z,,z
12444,201808,S92000003,S08000022,H202H,Emergency Department,3339,3339,"",3072,3072,"",782,"",4,"",2542,"",11,"",0,"",11,"",0,""
12445,201808,S92000003,S08000022,H208H,Minor Injury Unit or Other,408,,z,408,,z,,z,,z,,z,,z,,z,,z,,z
12446,201808,S92000003,S08000022,H210H,Minor Injury Unit or Other,68,,z,68,,z,,z,,z,,z,,z,,z,,z,,z
12447,201808,S92000003,S08000022,H212H,Emergency Department,1008,1008,"",979,979,"",140,"",1,"",862,"",5,"",0,"",1,"",0,""
12448,201808,S92000003,S08000022,H214H,Minor Injury Unit or Other,476,,z,476,,z,,z,,z,,z,,z,,z,,z,,z
12449,201808,S92000003,S08000022,H215H,Minor Injury Unit or Other,277,,z,277,,z,,z,,z,,z,,z,,z,,z,,z
12450,201808,S92000003,S08000022,H217H,Minor Injury Unit or Other,78,,z,78,,z,,z,,z,,z,,z,,z,,z,,z
12451,201808,S92000003,S08000022,H219H,Minor Injury Unit or Other,187,,z,187,,z,,z,,z,,z,,z,,z,,z,,z
12452,201808,S92000003,S08000022,H224H,Minor Injury Unit or Other,399,,z,396,,z,,z,,z,,z,,z,,z,,z,,z
12453,201808,S92000003,S08000022,H227B,Minor Injury Unit or Other,219,,z,219,,z,,z,,z,,z,,z,,z,,z,,z
12454,201808,S92000003,S08000022,H227H,Minor Injury Unit or Other,87,,z,86,,z,,z,,z,,z,,z,,z,,z,,z
12455,201808,S92000003,S08000032,L106H,Emergency Department,5816,5816,"",5494,5494,"",1744,"",5,"",3947,"",81,"",39,"",8,"",0,""
12456,201808,S92000003,S08000032,L206H,Minor Injury Unit or Other,47,,z,47,,z,,z,,z,,z,,z,,z,,z,,z
12457,201808,S92000003,S08000032,L207H,Minor Injury Unit or Other,61,,z,61,,z,,z,,z,,z,,z,,z,,z,,z
12458,201808,S92000003,S08000032,L302H,Emergency Department,5741,5741,"",5405,5405,"",1720,"",1,"",3936,"",78,"",6,"",39,"",8,""
12459,201808,S92000003,S08000032,L308H,Emergency Department,6231,6231,"",5664,5664,"",1872,"",6,"",4230,"",87,"",36,"",45,"",4,""
12460,201808,S92000003,S08000024,S108H,Minor Injury Unit or Other,205,,z,205,,z,,z,,z,,z,,z,,z,,z,,z
12461,201808,S92000003,S08000024,S116H,Minor Injury Unit or Other,4394,4394,"",3889,3889,"",1118,"",0,"",3259,"",17,"",0,"",66,"",28,""
12462,201808,S92000003,S08000024,S308H,Emergency Department,4956,4956,"",4292,4292,"",1071,"",5,"",3827,"",53,"",0,"",49,"",8,""
12463,201808,S92000003,S08000024,S314H,Emergency Department,10866,10866,"",8463,8463,"",2871,"",9,"",7846,"",140,"",0,"",217,"",34,""
12464,201808,S92000003,S08000024,S319H,Emergency Department,3644,3644,"",3512,3512,"",486,"",0,"",3155,"",3,"",0,"",0,"",0,""
12465,201808,S92000003,S08000025,R103H,Emergency Department,622,622,"",601,601,"",146,"",0,"",470,"",3,"",3,"",0,"",0,""
12466,201808,S92000003,S08000026,Z102H,Emergency Department,658,658,"",645,645,"",151,"",1,"",497,"",4,"",5,"",2,"",0,""
12467,201808,S92000003,S08000030,T101H,Emergency Department,4367,4367,"",4186,4186,"",1308,"",8,"",2757,"",229,"",65,"",0,"",0,""
12468,201808,S92000003,S08000030,T202H,Emergency Department,2179,2179,"",2075,2075,"",335,"",3,"",1472,"",344,"",25,"",3,"",0,""
12469,201808,S92000003,S08000030,T205H,Minor Injury Unit or Other,29,29,"",29,29,"",0,"",0,"",26,"",3,"",0,"",0,"",0,""
12470,201808,S92000003,S08000030,T209H,Minor Injury Unit or Other,332,332,"",332,332,"",0,"",0,"",315,"",9,"",8,"",0,"",0,""
12471,201808,S92000003,S08000030,T304H,Minor Injury Unit or Other,1326,1326,"",1326,1326,"",0,"",0,"",1221,"",99,"",6,"",0,"",0,""
